_id,userId,chatty_score,safety_score,punctuality_score,friendliness_score,comfortibility_score,variance_dict,UTT,max_variance,giving_feedback_classifier,giving_feedback_classifier_int,time_stamp
5da53da5f528678ac2648fb4,5d94267aa9cf770a818d217e,5,5,2,5,2,"{'chatty_score': 0.1, 'safety_score': 4.5, 'punctuality_score': 12.5, 'friendliness_score': 0, 'comfortibility_score': 0.5}",10,12.5,punctuality_score,3,31:49.2
5da53da5f528678ac2648fb5,5d9426c3a9cf770a818d9d8a,2,1,5,3,4,"{'chatty_score': 8, 'safety_score': 0.1, 'punctuality_score': 2, 'friendliness_score': 0, 'comfortibility_score': 0}",25,8,chatty_score,1,31:49.4
5da53dd0f528678ac2648fc7,5d942667a9cf770a818d014c,4,4,2,2,2,"{'chatty_score': 0.33, 'safety_score': 7, 'punctuality_score': 0.33, 'friendliness_score': 0.33, 'comfortibility_score': 0.1}",30,7,safety_score,2,32:32.7
5da53dd0f528678ac2648fc8,5d942601a9cf770a818c587c,4,5,3,1,5,"{'chatty_score': 8.33, 'safety_score': 7, 'punctuality_score': 0.1, 'friendliness_score': 0, 'comfortibility_score': 1.33}",20,8.33,chatty_score,1,32:32.9
5da53dd1f528678ac2648fc9,5d94266ca9cf770a818d0899,4,1,1,3,1,"{'chatty_score': 0.33, 'safety_score': 0.1, 'punctuality_score': 5.33, 'friendliness_score': 0, 'comfortibility_score': 5.33}",15,5.33,punctuality_score,3,32:33.1
5da53dd1f528678ac2648fca,5d9426b7a9cf770a818d8a37,2,5,5,4,5,"{'chatty_score': 1, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 0}",25,1,chatty_score,1,32:33.3
5da53ddbf528678ac2648fd7,5d942656a9cf770a818ce48d,1,1,3,4,4,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 0.5, 'comfortibility_score': 12.5}",30,12.5,comfortibility_score,5,32:43.7
5da53ddbf528678ac2648fd8,5d942629a9cf770a818c9913,5,1,4,5,3,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 0.5, 'comfortibility_score': 0}",15,0.5,friendliness_score,4,32:43.9
5da53ddcf528678ac2648fd9,5d9426aba9cf770a818d75c0,4,5,3,5,3,"{'chatty_score': 0.1, 'safety_score': 0.33, 'punctuality_score': 4, 'friendliness_score': 6.25, 'comfortibility_score': 6.25}",30,6.25,friendliness_score,4,32:44.1
5da53e21f528678ac2648feb,5d942670a9cf770a818d0fea,4,2,3,4,5,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 1.33, 'friendliness_score': 3, 'comfortibility_score': 4.33}",30,4.33,comfortibility_score,5,33:53.8
5da53e21f528678ac2648fec,5d942630a9cf770a818ca598,5,4,4,1,5,"{'chatty_score': 0.33, 'safety_score': 0.1, 'punctuality_score': 6.33, 'friendliness_score': 1.33, 'comfortibility_score': 0}",30,6.33,punctuality_score,3,33:54.0
5da53e22f528678ac2648fed,5d9425e9a9cf770a818c31db,3,1,4,4,5,"{'chatty_score': 0.33, 'safety_score': 8.33, 'punctuality_score': 0.1, 'friendliness_score': 3, 'comfortibility_score': 0}",20,8.33,safety_score,2,33:54.1
5da53e22f528678ac2648fee,5d9426a2a9cf770a818d66e9,4,4,5,5,4,"{'chatty_score': 1.25, 'safety_score': 3, 'punctuality_score': 4.5, 'friendliness_score': 2.75, 'comfortibility_score': 2.78}",30,4.5,punctuality_score,3,33:54.4
5da53e5af528678ac2649001,5d9425b2a9cf770a818bde04,3,5,3,1,1,"{'chatty_score': 0.33, 'safety_score': 3, 'punctuality_score': 0.1, 'friendliness_score': 3, 'comfortibility_score': 1.33}",30,3,safety_score,2,34:50.4
5da53e5af528678ac2649002,5d94267aa9cf770a818d205c,1,5,1,3,4,"{'chatty_score': 3, 'safety_score': 1.33, 'punctuality_score': 0.33, 'friendliness_score': 8.33, 'comfortibility_score': 3}",20,8.33,friendliness_score,4,34:50.6
5da53e5af528678ac2649003,5d94269ca9cf770a818d5cf4,1,5,3,4,2,"{'chatty_score': 7, 'safety_score': 2.33, 'punctuality_score': 0.33, 'friendliness_score': 0.1, 'comfortibility_score': 0.33}",30,7,chatty_score,1,34:50.8
5da53e5bf528678ac2649004,5d942718a9cf770a818e2af0,2,2,1,5,3,"{'chatty_score': 6.33, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 1.33, 'comfortibility_score': 0}",25,6.33,chatty_score,1,34:51.1
5da53ec5f528678ac2649017,5d942627a9cf770a818c9718,3,4,3,4,3,"{'chatty_score': 0.33, 'safety_score': 5.33, 'punctuality_score': 0.1, 'friendliness_score': 8.33, 'comfortibility_score': 5.33}",30,8.33,friendliness_score,4,36:38.0
5da53ec6f528678ac2649018,5d942629a9cf770a818c9a06,4,3,2,5,5,"{'chatty_score': 4.33, 'safety_score': 0.1, 'punctuality_score': 4.33, 'friendliness_score': 0, 'comfortibility_score': 3}",30,4.33,chatty_score,1,36:38.2
5da53ec6f528678ac2649019,5d9426a0a9cf770a818d630d,4,5,4,1,2,"{'chatty_score': 5.33, 'safety_score': 0.1, 'punctuality_score': 3, 'friendliness_score': 0, 'comfortibility_score': 0}",20,5.33,chatty_score,1,36:38.4
5da53ec6f528678ac264901a,5d9426cba9cf770a818dac94,4,4,5,5,1,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 8.33}",15,8.33,comfortibility_score,5,36:38.6
5da53ef2f528678ac264902d,5d942608a9cf770a818c638d,5,1,2,4,5,"{'chatty_score': 1.33, 'safety_score': 0.1, 'punctuality_score': 1.33, 'friendliness_score': 1.33, 'comfortibility_score': 5.33}",30,5.33,comfortibility_score,5,37:22.5
5da53ef2f528678ac264902e,5d942636a9cf770a818caf11,4,4,1,1,2,"{'chatty_score': 5.33, 'safety_score': 8.33, 'punctuality_score': 1.33, 'friendliness_score': 3, 'comfortibility_score': 8.33}",10,8.33,safety_score,2,37:22.7
5da53ef2f528678ac264902f,5d942694a9cf770a818d4ea0,5,4,4,2,5,"{'chatty_score': 8.33, 'safety_score': 1.33, 'punctuality_score': 8.33, 'friendliness_score': 1.33, 'comfortibility_score': 0.1}",20,8.33,chatty_score,1,37:22.9
5da53ef3f528678ac2649030,5d9426f3a9cf770a818decb9,1,2,4,3,2,"{'chatty_score': 0.1, 'safety_score': 0.33, 'punctuality_score': 0, 'friendliness_score': 8.33, 'comfortibility_score': 0}",30,8.33,friendliness_score,4,37:23.2
5da53f64f528678ac264903d,5d942633a9cf770a818caa98,4,2,4,1,2,"{'chatty_score': 0.1, 'safety_score': 0.5, 'punctuality_score': 2, 'friendliness_score': 4.5, 'comfortibility_score': 0.5}",30,4.5,friendliness_score,4,39:16.8
5da53f65f528678ac264903e,5d94266ca9cf770a818d09b1,5,2,3,3,1,"{'chatty_score': 0.5, 'safety_score': 2, 'punctuality_score': 0.1, 'friendliness_score': 8, 'comfortibility_score': 8}",20,8,friendliness_score,4,39:17.1
5da53f65f528678ac264903f,5d94271aa9cf770a818e2e4c,5,5,1,3,4,"{'chatty_score': 4, 'safety_score': 4, 'punctuality_score': 0.25, 'friendliness_score': 1.0, 'comfortibility_score': 4}",10,4,chatty_score,1,39:17.3
5da53f81f528678ac2649051,5d9425e8a9cf770a818c311a,3,2,1,5,5,"{'chatty_score': 7, 'safety_score': 0.1, 'punctuality_score': 3, 'friendliness_score': 1, 'comfortibility_score': 0}",30,7,chatty_score,1,39:45.3
5da53f81f528678ac2649052,5d942624a9cf770a818c9179,1,5,2,5,1,"{'chatty_score': 0.1, 'safety_score': 8.33, 'punctuality_score': 7, 'friendliness_score': 5.33, 'comfortibility_score': 8.33}",10,8.33,safety_score,2,39:45.4
5da53f81f528678ac2649053,5d94263ca9cf770a818cb77e,3,2,2,4,4,"{'chatty_score': 3, 'safety_score': 0.1, 'punctuality_score': 3, 'friendliness_score': 0, 'comfortibility_score': 8.33}",15,8.33,comfortibility_score,5,39:45.7
5da53f81f528678ac2649054,5d9426a0a9cf770a818d63c1,1,2,2,2,2,"{'chatty_score': 2.97, 'safety_score': 2.24, 'punctuality_score': 2.84, 'friendliness_score': 2.57, 'comfortibility_score': 1.97}",30,2.97,chatty_score,1,39:45.9
5da53f8cf528678ac2649061,5d942693a9cf770a818d4d49,3,1,4,1,4,"{'chatty_score': 0.1, 'safety_score': 4.5, 'punctuality_score': 0, 'friendliness_score': 12.5, 'comfortibility_score': 0}",30,12.5,friendliness_score,4,39:56.1
5da53f8cf528678ac2649062,5d9425daa9cf770a818c1b44,2,1,4,1,1,"{'chatty_score': 0.1, 'safety_score': 12.5, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 8}",30,12.5,safety_score,2,39:56.3
5da53f8cf528678ac2649063,5d9426a1a9cf770a818d64ae,4,2,2,3,5,"{'chatty_score': 3.43, 'safety_score': 0.18, 'punctuality_score': 2.4, 'friendliness_score': 3.07, 'comfortibility_score': 4.84}",20,4.84,comfortibility_score,5,39:56.5
5da53fa5f528678ac2649075,5d94267da9cf770a818d26cf,4,1,1,2,3,"{'chatty_score': 6.33, 'safety_score': 8.33, 'punctuality_score': 0.1, 'friendliness_score': 5.33, 'comfortibility_score': 0}",30,8.33,safety_score,2,40:21.2
5da53fa5f528678ac2649076,5d9425d1a9cf770a818c0ccd,5,1,1,3,3,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 5.33, 'comfortibility_score': 5.33}",25,5.33,friendliness_score,4,40:21.4
5da53fa5f528678ac2649077,5d9425eca9cf770a818c35ce,5,4,5,3,1,"{'chatty_score': 5.33, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 2.33}",15,5.33,chatty_score,1,40:21.5
5da53fa5f528678ac2649078,5d9426dca9cf770a818dc93c,4,5,3,5,4,"{'chatty_score': 7, 'safety_score': 4, 'punctuality_score': 1.33, 'friendliness_score': 8.33, 'comfortibility_score': 7}",30,8.33,friendliness_score,4,40:21.8
5da53fdef528678ac264908b,5d942674a9cf770a818d16ec,1,5,5,4,4,"{'chatty_score': 7, 'safety_score': 2.33, 'punctuality_score': 7, 'friendliness_score': 0.1, 'comfortibility_score': 8.33}",30,8.33,comfortibility_score,5,41:18.1
5da53fdef528678ac264908c,5d9425eda9cf770a818c3855,2,5,4,4,1,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 1.33, 'friendliness_score': 3, 'comfortibility_score': 0.33}",30,3,friendliness_score,4,41:18.3
5da53fdef528678ac264908d,5d94268fa9cf770a818d45ab,2,5,2,1,4,"{'chatty_score': 0.1, 'safety_score': 5.33, 'punctuality_score': 0, 'friendliness_score': 5.33, 'comfortibility_score': 7}",10,7,comfortibility_score,5,41:18.6
5da53fdef528678ac264908e,5d9426aca9cf770a818d77b9,5,4,4,4,4,"{'chatty_score': 6.33, 'safety_score': 0.1, 'punctuality_score': 1.33, 'friendliness_score': 5.33, 'comfortibility_score': 5.33}",15,6.33,chatty_score,1,41:18.9
5da53ff6f528678ac264909b,5d942613a9cf770a818c7560,4,5,1,5,4,"{'chatty_score': 4.5, 'safety_score': 0.5, 'punctuality_score': 2, 'friendliness_score': 2, 'comfortibility_score': 0.1}",30,4.5,chatty_score,1,41:42.1
5da53ff6f528678ac264909c,5d9425dea9cf770a818c21ab,2,4,5,5,3,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 4.5, 'comfortibility_score': 0}",25,4.5,friendliness_score,4,41:42.3
5da53ff6f528678ac264909d,5d9426b5a9cf770a818d876b,2,2,3,2,4,"{'chatty_score': 2.4, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 2.57, 'comfortibility_score': 5.07}",30,5.07,comfortibility_score,5,41:42.6
5da5410df528678ac26490af,5d942657a9cf770a818ce52b,3,3,1,2,3,"{'chatty_score': 8.33, 'safety_score': 1.33, 'punctuality_score': 8.33, 'friendliness_score': 0.1, 'comfortibility_score': 1.33}",30,8.33,chatty_score,1,46:21.4
5da5410df528678ac26490b0,5d9425c1a9cf770a818bf46f,5,5,1,3,5,"{'chatty_score': 8.33, 'safety_score': 6.33, 'punctuality_score': 0.33, 'friendliness_score': 0.1, 'comfortibility_score': 0.33}",10,8.33,chatty_score,1,46:21.6
5da5410df528678ac26490b1,5d94266aa9cf770a818d061c,2,5,5,1,5,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 8.33, 'friendliness_score': 0, 'comfortibility_score': 2.33}",25,8.33,punctuality_score,3,46:21.8
5da5410ef528678ac26490b2,5d9426e1a9cf770a818dd0e1,3,3,3,1,3,"{'chatty_score': 0.1, 'safety_score': 5.33, 'punctuality_score': 0, 'friendliness_score': 5.33, 'comfortibility_score': 1}",20,5.33,safety_score,2,46:22.0
5da5411af528678ac26490c5,5d942650a9cf770a818cd98f,4,2,1,5,4,"{'chatty_score': 0.33, 'safety_score': 1.33, 'punctuality_score': 0.1, 'friendliness_score': 0, 'comfortibility_score': 6.33}",30,6.33,comfortibility_score,5,46:34.9
5da5411bf528678ac26490c6,5d942621a9cf770a818c8cc2,1,2,2,3,2,"{'chatty_score': 3, 'safety_score': 0.1, 'punctuality_score': 3, 'friendliness_score': 8.33, 'comfortibility_score': 1.33}",30,8.33,friendliness_score,4,46:35.1
5da5411bf528678ac26490c7,5d9425d5a9cf770a818c135b,1,3,2,3,2,"{'chatty_score': 0.1, 'safety_score': 0.33, 'punctuality_score': 2.33, 'friendliness_score': 1.33, 'comfortibility_score': 0}",30,2.33,punctuality_score,3,46:35.2
5da5411bf528678ac26490c8,5d9426b5a9cf770a818d87e8,1,2,2,1,5,"{'chatty_score': 1.17, 'safety_score': 2.42, 'punctuality_score': 1.52, 'friendliness_score': 3.36, 'comfortibility_score': 4.82}",30,4.82,comfortibility_score,5,46:35.4
5da54142f528678ac26490db,5d94265da9cf770a818cefb1,2,2,5,3,5,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 2.33, 'comfortibility_score': 0}",30,2.33,friendliness_score,4,47:14.7
5da54142f528678ac26490dc,5d942612a9cf770a818c7462,2,4,5,5,5,"{'chatty_score': 0.1, 'safety_score': 8.33, 'punctuality_score': 8.33, 'friendliness_score': 0, 'comfortibility_score': 0}",25,8.33,safety_score,2,47:14.9
5da54143f528678ac26490dd,5d94267fa9cf770a818d295b,2,2,4,3,4,"{'chatty_score': 0.1, 'safety_score': 5.33, 'punctuality_score': 8.33, 'friendliness_score': 0, 'comfortibility_score': 3}",20,8.33,punctuality_score,3,47:15.1
5da54143f528678ac26490de,5d9426b4a9cf770a818d857f,1,4,4,5,5,"{'chatty_score': 1.36, 'safety_score': 2.02, 'punctuality_score': 4.06, 'friendliness_score': 4.61, 'comfortibility_score': 1.36}",25,4.61,friendliness_score,4,47:15.4
5da5414df528678ac26490eb,5d94269aa9cf770a818d59c2,2,1,5,3,2,"{'chatty_score': 2, 'safety_score': 2, 'punctuality_score': 0.1, 'friendliness_score': 12.5, 'comfortibility_score': 4.5}",30,12.5,friendliness_score,4,47:25.7
5da5414df528678ac26490ec,5d942685a9cf770a818d349d,4,5,5,2,3,"{'chatty_score': 4.5, 'safety_score': 0.5, 'punctuality_score': 0.1, 'friendliness_score': 0, 'comfortibility_score': 0}",30,4.5,chatty_score,1,47:25.9
5da5414ef528678ac26490ed,5d9426a9a9cf770a818d736d,3,4,4,5,2,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 8}",30,8,comfortibility_score,5,47:26.1
5da54171f528678ac26490ff,5d942681a9cf770a818d2d17,4,5,4,1,3,"{'chatty_score': 0.1, 'safety_score': 2.33, 'punctuality_score': 0, 'friendliness_score': 1.33, 'comfortibility_score': 0}",30,2.33,safety_score,2,48:01.7
5da54171f528678ac2649100,5d9425f1a9cf770a818c3e14,1,5,3,3,4,"{'chatty_score': 5.33, 'safety_score': 3, 'punctuality_score': 2.33, 'friendliness_score': 4.33, 'comfortibility_score': 0.1}",30,5.33,chatty_score,1,48:01.9
5da54172f528678ac2649101,5d94261aa9cf770a818c8245,3,3,5,5,3,"{'chatty_score': 1.33, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 8.33}",15,8.33,comfortibility_score,5,48:02.1
5da54172f528678ac2649102,5d9426d0a9cf770a818db541,3,5,5,2,4,"{'chatty_score': 0.1, 'safety_score': 5.33, 'punctuality_score': 3, 'friendliness_score': 0, 'comfortibility_score': 5.33}",10,5.33,safety_score,2,48:02.4
5da54184f528678ac264910f,5d942656a9cf770a818ce4e0,4,2,1,3,4,"{'chatty_score': 8, 'safety_score': 0.1, 'punctuality_score': 12.5, 'friendliness_score': 0, 'comfortibility_score': 0}",30,12.5,punctuality_score,3,48:20.7
5da54184f528678ac2649110,5d9425e2a9cf770a818c2701,3,2,2,2,1,"{'chatty_score': 0.1, 'safety_score': 12.5, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 12.5}",20,12.5,safety_score,2,48:20.8
5da54185f528678ac2649111,5d9426aea9cf770a818d7b45,5,4,5,5,5,"{'chatty_score': 0.1, 'safety_score': 6, 'punctuality_score': 3.33, 'friendliness_score': 2.25, 'comfortibility_score': 5.33}",20,6,safety_score,2,48:21.1
5da541adf528678ac264911d,5d942620a9cf770a818c8b40,3,1,5,1,1,"{'chatty_score': 0.1, 'safety_score': 12.5, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 0}",30,12.5,safety_score,2,49:01.3
5da541adf528678ac264911e,5d9425d4a9cf770a818c126e,5,5,5,3,5,"{'chatty_score': 0.1, 'safety_score': 2, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 8}",10,8,comfortibility_score,5,49:01.5
5da541adf528678ac264911f,5d9426a8a9cf770a818d705b,5,5,5,2,1,"{'chatty_score': 1.07, 'safety_score': 3.9, 'punctuality_score': 4.17, 'friendliness_score': 2.67, 'comfortibility_score': 5.2}",10,5.2,comfortibility_score,5,49:01.7
5da541bff528678ac2649131,5d94265ea9cf770a818cf1bd,4,2,3,1,1,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0.33, 'friendliness_score': 8.33, 'comfortibility_score': 5.33}",30,8.33,friendliness_score,4,49:19.6
5da541bff528678ac2649132,5d9425ffa9cf770a818c55e5,4,3,5,3,2,"{'chatty_score': 1.33, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 4.33, 'comfortibility_score': 2.33}",30,4.33,friendliness_score,4,49:19.8
5da541bff528678ac2649133,5d942600a9cf770a818c5663,4,1,4,2,4,"{'chatty_score': 0.1, 'safety_score': 5.33, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 0}",15,5.33,safety_score,2,49:19.9
5da541c0f528678ac2649134,5d9426b9a9cf770a818d8d04,1,1,2,1,1,"{'chatty_score': 1.33, 'safety_score': 8.33, 'punctuality_score': 5.33, 'friendliness_score': 1.33, 'comfortibility_score': 0.1}",10,8.33,safety_score,2,49:20.2
5da541cff528678ac2649141,5d942661a9cf770a818cf74f,4,1,5,2,3,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 0}",30,0.1,chatty_score,1,49:35.6
5da541cff528678ac2649142,5d9425d5a9cf770a818c13c9,5,2,5,2,2,"{'chatty_score': 0.1, 'safety_score': 0.5, 'punctuality_score': 0.5, 'friendliness_score': 0, 'comfortibility_score': 0}",25,0.5,safety_score,2,49:35.8
5da541d0f528678ac2649143,5d9426aaa9cf770a818d74b1,5,4,5,5,3,"{'chatty_score': 1.47, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 6.67, 'comfortibility_score': 4.3}",10,6.67,friendliness_score,4,49:36.1
5da542ecf528678ac264914f,5d942677a9cf770a818d1c75,1,2,5,4,4,"{'chatty_score': 8, 'safety_score': 4.5, 'punctuality_score': 12.5, 'friendliness_score': 8, 'comfortibility_score': 0.1}",30,12.5,punctuality_score,3,54:20.3
5da542ecf528678ac2649150,5d942608a9cf770a818c63ce,3,5,4,4,3,"{'chatty_score': 8, 'safety_score': 2, 'punctuality_score': 0.1, 'friendliness_score': 0, 'comfortibility_score': 8}",15,8,chatty_score,1,54:20.5
5da542ecf528678ac2649151,5d9426d5a9cf770a818dbca1,5,2,2,4,2,"{'chatty_score': 2, 'safety_score': 2, 'punctuality_score': 0.1, 'friendliness_score': 2, 'comfortibility_score': 0}",25,2,chatty_score,1,54:20.7
5da54304f528678ac2649163,5d942607a9cf770a818c630a,4,3,1,4,4,"{'chatty_score': 1.33, 'safety_score': 3, 'punctuality_score': 5.33, 'friendliness_score': 8.33, 'comfortibility_score': 2.33}",30,8.33,friendliness_score,4,54:44.9
5da54305f528678ac2649164,5d942623a9cf770a818c8f57,5,5,2,4,2,"{'chatty_score': 7, 'safety_score': 0.1, 'punctuality_score': 0.33, 'friendliness_score': 0.33, 'comfortibility_score': 1.33}",15,7,chatty_score,1,54:45.1
5da54305f528678ac2649165,5d94260ca9cf770a818c69ee,3,4,4,4,3,"{'chatty_score': 0.1, 'safety_score': 7, 'punctuality_score': 0, 'friendliness_score': 1.33, 'comfortibility_score': 0}",15,7,safety_score,2,54:45.3
5da54305f528678ac2649166,5d9426aea9cf770a818d7ace,3,2,5,3,3,"{'chatty_score': 3.75, 'safety_score': 1.0, 'punctuality_score': 1.36, 'friendliness_score': 1.03, 'comfortibility_score': 3}",25,3.75,chatty_score,1,54:45.5
5da54315f528678ac2649173,5d9425b7a9cf770a818be5be,2,4,2,2,2,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 8, 'friendliness_score': 8, 'comfortibility_score': 0}",30,8,punctuality_score,3,55:02.0
5da54316f528678ac2649174,5d942648a9cf770a818ccd1b,4,5,1,2,2,"{'chatty_score': 0.5, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 12.5}",20,12.5,comfortibility_score,5,55:02.2
5da54316f528678ac2649175,5d9426a1a9cf770a818d64dd,1,3,4,4,4,"{'chatty_score': 3.91, 'safety_score': 1.61, 'punctuality_score': 1.36, 'friendliness_score': 2.99, 'comfortibility_score': 3.66}",30,3.91,chatty_score,1,55:02.4
5da54441f528678ac2649181,5d94266ea9cf770a818d0cd1,2,1,1,2,5,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 2, 'comfortibility_score': 2}",30,2,friendliness_score,4,00:01.4
5da54441f528678ac2649182,5d942614a9cf770a818c7814,5,4,4,5,5,"{'chatty_score': 0.5, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 8, 'comfortibility_score': 0}",10,8,friendliness_score,4,00:01.6
5da54442f528678ac2649183,5d9426eca9cf770a818de180,2,5,4,1,1,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 4.5, 'comfortibility_score': 0}",20,4.5,friendliness_score,4,00:02.1
5da5446bf528678ac2649195,5d942631a9cf770a818ca66c,1,2,3,1,2,"{'chatty_score': 7, 'safety_score': 8.33, 'punctuality_score': 0.1, 'friendliness_score': 3, 'comfortibility_score': 0}",30,8.33,safety_score,2,00:43.9
5da5446cf528678ac2649196,5d9425c9a9cf770a818bff9e,2,1,4,4,2,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 8.33, 'friendliness_score': 0.33, 'comfortibility_score': 0}",20,8.33,punctuality_score,3,00:44.0
5da5446cf528678ac2649197,5d94260ca9cf770a818c6b50,1,1,3,1,4,"{'chatty_score': 8.33, 'safety_score': 6.33, 'punctuality_score': 0.1, 'friendliness_score': 0, 'comfortibility_score': 0}",30,8.33,chatty_score,1,00:44.2
5da5446cf528678ac2649198,5d9426ada9cf770a818d796c,5,2,5,1,4,"{'chatty_score': 1.33, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 5.33, 'comfortibility_score': 8.33}",30,8.33,comfortibility_score,5,00:44.5
5da544aaf528678ac26491a5,5d942682a9cf770a818d2fdc,5,3,5,4,5,"{'chatty_score': 12.5, 'safety_score': 0.5, 'punctuality_score': 0.1, 'friendliness_score': 12.5, 'comfortibility_score': 0}",30,12.5,chatty_score,1,01:46.8
5da544aaf528678ac26491a6,5d942639a9cf770a818cb28d,3,5,3,2,4,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0.5, 'friendliness_score': 0, 'comfortibility_score': 0}",25,0.5,punctuality_score,3,01:47.0
5da544abf528678ac26491a7,5d9426a9a9cf770a818d7229,1,4,3,2,3,"{'chatty_score': 1.5, 'safety_score': 4.17, 'punctuality_score': 2.57, 'friendliness_score': 0.1, 'comfortibility_score': 1.47}",30,4.17,safety_score,2,01:47.2
5da544cff528678ac26491b9,5d94268da9cf770a818d427a,2,5,4,2,4,"{'chatty_score': 0.33, 'safety_score': 0.33, 'punctuality_score': 0.1, 'friendliness_score': 3, 'comfortibility_score': 0}",30,3,friendliness_score,4,02:23.8
5da544d0f528678ac26491ba,5d942697a9cf770a818d533d,2,5,4,2,4,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 0}",25,0.1,chatty_score,1,02:24.1
5da544d0f528678ac26491bb,5d9425c0a9cf770a818bf2f9,5,5,2,4,4,"{'chatty_score': 3, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 8.33, 'comfortibility_score': 0.33}",15,8.33,friendliness_score,4,02:24.3
5da544d0f528678ac26491bc,5d9426a1a9cf770a818d6429,3,1,5,3,4,"{'chatty_score': 4.67, 'safety_score': 4.17, 'punctuality_score': 2.67, 'friendliness_score': 2.57, 'comfortibility_score': 1.77}",10,4.67,chatty_score,1,02:24.5
5da544def528678ac26491cf,5d942681a9cf770a818d2d2e,5,5,4,5,1,"{'chatty_score': 2.33, 'safety_score': 6.33, 'punctuality_score': 0.1, 'friendliness_score': 8.33, 'comfortibility_score': 0}",30,8.33,friendliness_score,4,02:38.4
5da544def528678ac26491d0,5d9425fba9cf770a818c4eea,4,4,3,1,3,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 5.33, 'friendliness_score': 0, 'comfortibility_score': 8.33}",15,8.33,comfortibility_score,5,02:38.6
5da544def528678ac26491d1,5d942658a9cf770a818ce836,5,5,3,1,4,"{'chatty_score': 0.33, 'safety_score': 0.33, 'punctuality_score': 8.33, 'friendliness_score': 0.1, 'comfortibility_score': 1.33}",20,8.33,punctuality_score,3,02:38.8
5da544dff528678ac26491d2,5d9426b8a9cf770a818d8c44,5,3,2,4,2,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 5.33, 'comfortibility_score': 8.33}",30,8.33,comfortibility_score,5,02:39.0
5da544e7f528678ac26491df,5d942688a9cf770a818d3a47,4,5,4,3,5,"{'chatty_score': 0.1, 'safety_score': 12.5, 'punctuality_score': 0.5, 'friendliness_score': 0, 'comfortibility_score': 8}",30,12.5,safety_score,2,02:47.5
5da544e7f528678ac26491e0,5d94261ca9cf770a818c8565,2,5,3,5,4,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 4.5, 'friendliness_score': 0, 'comfortibility_score': 2}",25,4.5,punctuality_score,3,02:47.7
5da544e7f528678ac26491e1,5d9426a6a9cf770a818d6e2b,3,4,4,1,1,"{'chatty_score': 1.82, 'safety_score': 2.22, 'punctuality_score': 3.6, 'friendliness_score': 4.93, 'comfortibility_score': 1.61}",20,4.93,friendliness_score,4,02:47.9
