_id,variance,UTT,chatty_score,safety_score,punctuality_score,friendliness_score,comfortibility_score,got_feedback_classifier_int
5dcdf3b798af55aa79f90537,46.0,20,2,5,1,4,1,4
5dcdf3b798af55aa79f90538,10.92,10,2,3,4,2,5,5
5dcdf3b798af55aa79f90539,42.64,20,2,4,4,3,5,5
5dcdf3b798af55aa79f9053a,48.93,15,2,4,1,1,3,5
5dcdf3b798af55aa79f9053b,66.81,10,1,1,3,2,3,4
5dcdf3b798af55aa79f9053c,35.17,10,4,1,1,5,4,4
5dcdf3b798af55aa79f9053d,60.64,10,4,1,1,5,2,4
5dcdf3b798af55aa79f9053e,28.0,10,3,1,3,4,3,4
5dcdf3b798af55aa79f9053f,42.31,20,5,3,3,1,1,4
5dcdf3b798af55aa79f90540,36.5,10,3,1,3,2,5,1
5dcdf3b798af55aa79f90541,28.35,25,3,1,1,4,4,4
5dcdf3b798af55aa79f90542,32.0,25,2,5,1,2,3,1
5dcdf3b798af55aa79f90543,62.5,10,5,3,1,1,3,3
5dcdf3b798af55aa79f90544,2.72,15,5,4,1,2,4,2
5dcdf3b798af55aa79f90545,27.7,15,5,4,4,2,5,1
5dcdf3b798af55aa79f90546,62.5,10,2,4,5,1,1,5
5dcdf3b798af55aa79f90547,0.0,20,5,2,2,4,5,1
5dcdf3b798af55aa79f90548,80.5,30,5,3,2,4,1,1
5dcdf3b798af55aa79f90549,23.99,10,1,5,5,1,3,1
5dcdf3b798af55aa79f9054a,9.0,20,3,5,3,4,4,2
5dcdf3b798af55aa79f9054b,41.65,30,3,3,2,1,4,3
5dcdf3b798af55aa79f9054c,50.65,30,3,1,5,3,1,3
5dcdf3b798af55aa79f9054d,32.0,10,3,2,4,2,1,4
5dcdf3b798af55aa79f9054e,63.0,25,1,3,5,5,3,3
5dcdf3b798af55aa79f9054f,10.5,30,4,1,2,3,4,5
5dcdf3b798af55aa79f90550,13.5,10,4,3,2,4,2,3
5dcdf3b798af55aa79f90551,4.0,10,5,5,5,2,2,5
5dcdf3b798af55aa79f90552,34.0,15,2,4,1,5,4,1
5dcdf3b798af55aa79f90553,62.5,10,3,3,5,2,5,4
5dcdf3b798af55aa79f90554,32.0,25,3,4,5,2,3,3
5dcdf3b798af55aa79f90555,62.5,30,4,5,4,3,2,5
5dcdf3b798af55aa79f90556,11.65,10,1,1,5,2,4,2
5dcdf3b798af55aa79f90557,124.95,30,2,2,3,4,4,1
5dcdf3b798af55aa79f90558,59.3,10,2,4,2,5,4,3
5dcdf3b798af55aa79f90559,41.65,15,2,3,4,1,5,2
5dcdf3b798af55aa79f9055a,43.5,10,5,1,5,4,1,1
5dcdf3b798af55aa79f9055b,62.5,25,5,1,2,5,3,1
5dcdf3b798af55aa79f9055c,4.0,10,1,2,1,2,5,3
5dcdf3b798af55aa79f9055d,62.5,10,4,3,1,5,4,2
5dcdf3b798af55aa79f9055e,62.5,10,1,4,2,5,2,5
5dcdf3b798af55aa79f9055f,13.5,20,2,5,5,1,1,3
5dcdf3b798af55aa79f90560,49.75,10,4,2,4,4,4,2
5dcdf3b798af55aa79f90561,49.75,25,3,1,5,3,3,2
5dcdf3b798af55aa79f90562,36.34,15,2,2,2,2,2,4
5dcdf3b798af55aa79f90563,37.3,25,1,2,5,4,2,1
5dcdf3b798af55aa79f90564,41.65,10,1,5,1,1,4,5
5dcdf3b798af55aa79f90565,17.32,10,1,4,5,1,2,1
5dcdf3b798af55aa79f90566,21.32,15,5,5,4,3,4,3
5dcdf3b798af55aa79f90567,41.65,15,5,5,3,1,2,1
5dcdf3b798af55aa79f90568,9.0,10,1,2,2,5,5,1
5dcdf3b798af55aa79f90569,9.65,10,2,5,5,5,3,3
5dcdf3b798af55aa79f9056a,31.65,15,4,4,2,3,2,1
5dcdf3b798af55aa79f9056b,21.32,30,1,2,3,1,5,4
5dcdf3b798af55aa79f9056c,21.32,10,1,2,1,4,2,5
5dcdf3b798af55aa79f9056d,58.97,10,1,4,1,5,4,2
5dcdf3b798af55aa79f9056e,54.64,15,3,1,2,3,3,2
5dcdf3b798af55aa79f9056f,30.32,30,2,1,5,1,2,1
5dcdf3b798af55aa79f90570,16.0,10,3,1,4,3,5,2
5dcdf3b798af55aa79f90571,4.0,10,2,2,5,2,4,5
5dcdf3b798af55aa79f90572,21.32,15,3,1,4,1,3,2
5dcdf3b798af55aa79f90573,35.0,10,5,4,3,4,1,4
5dcdf3b798af55aa79f90574,13.5,10,1,1,1,1,3,2
5dcdf3b798af55aa79f90575,1.34,30,5,4,3,1,3,5
5dcdf3b798af55aa79f90576,76.0,25,1,5,1,4,5,4
5dcdf3b798af55aa79f90577,5.94,10,1,5,4,4,5,4
5dcdf3b798af55aa79f90578,33.47,20,2,4,2,1,3,3
5dcdf3b798af55aa79f90579,14.0,30,1,3,2,3,2,2
5dcdf3b798af55aa79f9057a,31.65,10,4,2,3,4,4,5
5dcdf3b798af55aa79f9057b,21.88,20,4,2,2,1,2,1
5dcdf3b798af55aa79f9057c,35.0,10,3,4,5,1,2,2
5dcdf3b798af55aa79f9057d,84.62,30,4,4,4,3,1,5
5dcdf3b798af55aa79f9057e,17.65,10,5,3,3,5,4,2
5dcdf3b798af55aa79f9057f,21.65,20,5,4,3,5,4,4
5dcdf3b798af55aa79f90580,12.99,10,5,1,3,3,3,2
5dcdf3b798af55aa79f90581,21.32,15,3,1,3,5,5,1
5dcdf3b798af55aa79f90582,62.5,10,4,5,3,2,3,1
5dcdf3b798af55aa79f90583,62.5,10,2,5,3,2,4,4
5dcdf3b798af55aa79f90584,62.5,20,3,2,4,4,5,1
5dcdf3b798af55aa79f90585,8.0,10,2,2,2,5,1,1
5dcdf3b798af55aa79f90586,32.0,15,2,4,3,4,1,3
5dcdf3b798af55aa79f90587,94.5,25,2,1,5,2,3,4
5dcdf3b798af55aa79f90588,76.0,10,2,5,3,1,5,5
5dcdf3b798af55aa79f90589,62.5,20,3,5,5,3,1,3
5dcdf3b798af55aa79f9058a,62.5,30,3,4,4,4,3,4
5dcdf3b798af55aa79f9058b,61.3,10,3,1,4,2,5,4
5dcdf3b798af55aa79f9058c,18.0,25,3,2,2,2,3,5
5dcdf3b798af55aa79f9058d,41.65,15,2,3,2,1,4,2
5dcdf3b798af55aa79f9058e,25.98,15,4,2,1,2,1,3
5dcdf3b798af55aa79f9058f,0.0,10,2,1,4,1,5,1
5dcdf3b798af55aa79f90590,18.0,20,1,3,4,1,4,3
5dcdf3b798af55aa79f90591,32.0,20,5,2,3,5,1,1
5dcdf3b798af55aa79f90592,66.5,10,3,4,2,5,2,1
5dcdf3b798af55aa79f90593,36.0,30,1,1,5,3,3,5
5dcdf3b798af55aa79f90594,32.5,25,4,2,3,5,4,2
5dcdf3b798af55aa79f90595,31.25,10,5,3,2,5,4,3
5dcdf3b798af55aa79f90596,6.75,25,4,3,4,4,1,2
5dcdf3b798af55aa79f90597,42.0,10,2,2,1,2,5,1
5dcdf3b798af55aa79f90598,17.5,10,1,1,4,4,2,4
5dcdf3b798af55aa79f90599,32.0,10,3,2,4,1,1,2
5dcdf3b798af55aa79f9059a,6.0,15,2,3,4,5,3,3
5dcdf3b798af55aa79f9059b,41.65,10,2,4,5,3,2,3
5dcdf3b798af55aa79f9059c,21.32,10,3,5,5,3,5,2
5dcdf3b798af55aa79f9059d,36.31,15,5,4,5,5,4,4
5dcdf3b798af55aa79f9059e,40.65,20,4,4,4,4,2,4
5dcdf3b898af55aa79f9059f,24.35,10,5,5,3,4,1,3
5dcdf3b898af55aa79f905a0,9.0,20,5,1,4,2,5,1
5dcdf3b898af55aa79f905a1,12.28,20,4,2,4,3,4,4
5dcdf3b898af55aa79f905a2,9.0,20,5,5,3,1,5,1
5dcdf3b898af55aa79f905a3,46.09,10,3,5,1,1,1,2
5dcdf3b898af55aa79f905a4,21.32,10,3,5,1,2,5,4
5dcdf3b898af55aa79f905a5,21.32,10,5,5,2,2,5,2
5dcdf3b898af55aa79f905a6,74.97,10,2,4,2,2,2,4
5dcdf3b898af55aa79f905a7,8.0,10,1,2,5,2,2,1
5dcdf3b898af55aa79f905a8,1.0,25,4,3,5,2,5,4
5dcdf3b898af55aa79f905a9,62.5,20,3,2,3,5,5,3
5dcdf3b898af55aa79f905aa,41.65,10,5,4,5,5,3,2
5dcdf3b898af55aa79f905ab,41.65,25,4,2,1,2,3,4
5dcdf3b898af55aa79f905ac,83.3,10,5,4,5,2,4,2
5dcdf3b898af55aa79f905ad,52.97,10,3,2,1,3,2,5
5dcdf3b898af55aa79f905ae,68.5,10,1,5,4,2,3,5
5dcdf3b898af55aa79f905af,76.0,30,3,4,1,2,3,3
5dcdf3b898af55aa79f905b0,64.5,15,5,1,5,1,4,5
5dcdf3b898af55aa79f905b1,40.0,10,3,5,3,5,5,3
5dcdf3b898af55aa79f905b2,70.5,20,1,5,5,1,4,3
5dcdf3b898af55aa79f905b3,4.0,20,5,3,1,3,5,5
5dcdf3b898af55aa79f905b4,35.0,10,1,4,3,1,1,4
5dcdf3b898af55aa79f905b5,0.33,30,1,4,2,1,2,3
5dcdf3b898af55aa79f905b6,41.65,10,1,5,4,2,4,1
5dcdf3b898af55aa79f905b7,9.33,30,2,1,2,2,1,4
5dcdf3b898af55aa79f905b8,30.85,10,3,1,4,1,1,3
5dcdf3b898af55aa79f905b9,41.65,20,3,4,5,4,1,5
5dcdf3b898af55aa79f905ba,60.16,30,2,2,5,2,4,3
5dcdf3b898af55aa79f905bb,80.97,30,1,1,2,4,4,4
5dcdf3b898af55aa79f905bc,24.9,10,3,3,4,2,4,2
5dcdf3b898af55aa79f905bd,17.36,25,4,1,3,4,1,1
5dcdf3b898af55aa79f905be,125.0,30,5,2,5,3,3,2
5dcdf3b898af55aa79f905bf,21.49,10,2,4,2,3,3,2
5dcdf3b898af55aa79f905c0,19.8,10,4,3,2,5,1,1
5dcdf3b898af55aa79f905c1,9.0,10,2,5,3,2,4,1
5dcdf3b898af55aa79f905c2,78.96,20,2,4,2,1,4,3
5dcdf3b898af55aa79f905c3,13.5,10,1,5,5,5,2,2
5dcdf3b898af55aa79f905c4,1.5,15,2,3,1,1,3,5
5dcdf3b898af55aa79f905c5,4.0,25,1,3,4,3,1,3
5dcdf3b898af55aa79f905c6,62.5,10,3,1,1,5,3,5
5dcdf3b898af55aa79f905c7,0.0,25,3,2,2,4,1,1
5dcdf3b898af55aa79f905c8,13.5,10,5,1,1,3,1,1
5dcdf3b898af55aa79f905c9,31.65,10,4,2,4,4,1,3
5dcdf3b898af55aa79f905ca,31.65,25,5,3,1,5,3,4
5dcdf3b898af55aa79f905cb,12.66,30,5,1,3,1,3,4
5dcdf3b898af55aa79f905cc,41.65,15,2,4,3,3,4,3
5dcdf3b898af55aa79f905cd,8.0,10,3,2,5,1,3,5
5dcdf3b898af55aa79f905ce,0.0,25,2,2,3,4,1,1
5dcdf3b898af55aa79f905cf,42.66,25,3,5,1,3,1,5
5dcdf3b898af55aa79f905d0,32.0,10,3,1,2,5,5,2
5dcdf3b898af55aa79f905d1,13.5,15,3,1,4,5,1,1
5dcdf3b898af55aa79f905d2,0.0,10,3,3,2,4,4,1
5dcdf3b898af55aa79f905d3,62.5,10,1,2,4,1,2,3
5dcdf3b898af55aa79f905d4,18.0,10,5,2,5,4,5,3
5dcdf3b898af55aa79f905d5,66.5,30,1,1,4,2,2,1
5dcdf3b898af55aa79f905d6,13.5,10,5,1,3,5,5,4
5dcdf3b898af55aa79f905d7,29.5,25,3,1,2,4,4,3
5dcdf3b898af55aa79f905d8,108.5,30,3,1,1,4,3,5
5dcdf3b898af55aa79f905d9,32.0,10,3,1,2,1,5,4
5dcdf3b898af55aa79f905da,32.0,25,1,2,5,3,3,2
5dcdf3b898af55aa79f905db,62.5,30,2,3,4,2,1,2
5dcdf3b898af55aa79f905dc,9.0,10,2,3,3,5,5,2
5dcdf3b898af55aa79f905dd,41.65,25,2,3,4,5,1,1
5dcdf3b898af55aa79f905de,21.32,20,3,1,5,4,3,3
5dcdf3b898af55aa79f905df,42.64,25,3,3,4,4,4,3
5dcdf3b898af55aa79f905e0,14.01,10,3,1,5,5,2,1
5dcdf3b898af55aa79f905e1,81.18,15,3,1,4,3,4,1
5dcdf3b898af55aa79f905e2,42.0,30,2,1,1,1,2,5
5dcdf3b898af55aa79f905e3,62.5,10,1,1,2,5,2,4
5dcdf3b898af55aa79f905e4,31.25,30,2,1,3,4,5,5
5dcdf3b898af55aa79f905e5,108.0,15,2,5,5,5,5,2
5dcdf3b898af55aa79f905e6,19.17,10,1,2,5,3,1,4
5dcdf3b898af55aa79f905e7,32.25,25,5,1,3,3,2,3
5dcdf3b898af55aa79f905e8,4.0,20,2,3,3,1,5,3
5dcdf3b898af55aa79f905e9,4.0,10,2,5,3,2,5,4
5dcdf3b898af55aa79f905ea,22.5,30,1,3,3,1,2,2
5dcdf3b898af55aa79f905eb,18.0,15,1,3,1,3,5,1
5dcdf3b898af55aa79f905ec,62.5,10,4,3,3,4,4,1
5dcdf3b898af55aa79f905ed,5.6,10,5,3,1,4,4,2
5dcdf3b898af55aa79f905ee,127.0,20,4,5,1,4,3,2
5dcdf3b898af55aa79f905ef,24.65,10,2,3,5,5,1,4
5dcdf3b898af55aa79f905f0,4.33,25,5,5,4,5,1,4
5dcdf3b898af55aa79f905f1,41.65,20,5,1,4,2,1,2
5dcdf3b898af55aa79f905f2,35.0,30,5,2,1,3,1,2
5dcdf3b898af55aa79f905f3,41.65,10,4,2,3,5,1,5
5dcdf3b898af55aa79f905f4,21.32,25,5,2,3,5,5,1
5dcdf3b898af55aa79f905f5,62.97,25,2,3,3,4,5,1
5dcdf3b898af55aa79f905f6,41.65,30,4,1,3,2,5,5
5dcdf3b898af55aa79f905f7,2.0,10,1,2,1,1,5,3
5dcdf3b898af55aa79f905f8,26.25,15,2,2,4,2,5,4
5dcdf3b898af55aa79f905f9,83.5,20,1,3,4,3,5,5
5dcdf3b898af55aa79f905fa,21.32,10,4,4,3,1,2,5
5dcdf3b898af55aa79f905fb,2.99,30,4,2,1,1,1,2
5dcdf3b898af55aa79f905fc,21.32,20,3,3,3,3,1,3
5dcdf3b898af55aa79f905fd,9.0,25,4,2,3,1,1,1
5dcdf3b898af55aa79f905fe,4.0,10,5,1,3,1,2,2
5dcdf3b898af55aa79f905ff,0.5,10,1,5,3,4,5,5
5dcdf3b898af55aa79f90600,76.0,25,2,4,3,2,5,4
5dcdf3b898af55aa79f90601,52.97,10,1,5,4,3,3,1
5dcdf3b898af55aa79f90602,41.65,25,2,4,2,4,1,2
5dcdf3b898af55aa79f90603,25.98,15,3,5,2,4,4,4
5dcdf3b898af55aa79f90604,39.66,15,5,4,2,1,1,3
5dcdf3b898af55aa79f90605,14.8,10,2,4,5,3,3,3
5dcdf3b898af55aa79f90606,12.8,25,2,1,2,5,1,5
5dcdf3b898af55aa79f90607,13.5,30,2,4,4,2,5,4
5dcdf3b898af55aa79f90608,32.0,10,5,2,3,1,3,3
5dcdf3b898af55aa79f90609,62.5,25,4,2,3,4,1,3
5dcdf3b898af55aa79f9060a,0.0,10,2,1,3,3,5,1
5dcdf3b898af55aa79f9060b,41.65,10,5,1,1,3,3,2
5dcdf3b898af55aa79f9060c,83.3,30,5,5,4,2,2,5
5dcdf3b898af55aa79f9060d,50.85,15,1,2,1,3,1,1
5dcdf3b898af55aa79f9060e,107.61,10,3,2,2,5,2,4
5dcdf3b898af55aa79f9060f,62.5,10,3,1,5,2,4,2
5dcdf3b898af55aa79f90610,40.0,25,3,2,4,1,1,1
5dcdf3b898af55aa79f90611,8.0,15,2,5,1,2,2,1
5dcdf3b898af55aa79f90612,35.0,10,5,3,5,1,2,3
5dcdf3b898af55aa79f90613,68.65,10,4,2,1,1,2,3
5dcdf3b898af55aa79f90614,31.98,30,3,2,1,1,3,1
5dcdf3b898af55aa79f90615,66.97,30,2,1,3,2,3,1
5dcdf3b898af55aa79f90616,22.35,10,4,3,3,4,4,3
5dcdf3b898af55aa79f90617,62.5,15,5,4,4,2,5,4
5dcdf3b898af55aa79f90618,64.5,25,2,2,3,2,2,1
5dcdf3b898af55aa79f90619,15.48,10,3,4,2,1,1,3
5dcdf3b898af55aa79f9061a,15.48,20,3,5,1,4,2,3
5dcdf3b898af55aa79f9061b,40.5,30,3,2,4,1,2,2
5dcdf3b898af55aa79f9061c,46.07,10,3,1,1,4,2,1
5dcdf3b898af55aa79f9061d,15.01,15,1,3,1,5,3,2
5dcdf3b898af55aa79f9061e,35.0,10,1,1,4,5,2,5
5dcdf3b898af55aa79f9061f,88.13,10,1,1,3,2,3,4
5dcdf3b898af55aa79f90620,41.65,10,3,2,3,4,3,1
5dcdf3b898af55aa79f90621,21.32,25,1,3,3,5,1,1
5dcdf3b898af55aa79f90622,11.66,25,4,1,5,5,4,3
5dcdf3b898af55aa79f90623,1.0,30,3,5,1,1,5,5
5dcdf3b898af55aa79f90624,16.0,10,5,3,3,3,1,5
5dcdf3b898af55aa79f90625,62.5,15,4,2,2,4,3,1
5dcdf3b898af55aa79f90626,62.5,25,2,1,1,4,5,4
5dcdf3b898af55aa79f90627,13.75,10,1,5,3,5,2,5
5dcdf3b898af55aa79f90628,61.72,20,3,5,1,5,1,5
5dcdf3b898af55aa79f90629,35.0,25,5,3,3,3,5,2
5dcdf3b898af55aa79f9062a,85.65,25,5,2,3,2,2,4
5dcdf3b898af55aa79f9062b,0.33,10,2,2,1,4,5,1
5dcdf3b898af55aa79f9062c,50.65,25,4,5,2,3,3,1
5dcdf3b898af55aa79f9062d,41.65,15,2,5,3,4,1,2
5dcdf3b898af55aa79f9062e,21.65,10,5,1,5,1,2,4
5dcdf3b898af55aa79f9062f,28.0,10,2,4,2,2,5,5
5dcdf3b898af55aa79f90630,56.32,15,5,4,2,4,5,4
5dcdf3b898af55aa79f90631,31.65,30,2,3,3,3,5,4
5dcdf3b898af55aa79f90632,70.0,20,1,5,2,5,1,5
5dcdf3b898af55aa79f90633,32.0,10,3,1,3,2,3,2
5dcdf3b898af55aa79f90634,13.5,10,3,1,4,4,3,2
5dcdf3b898af55aa79f90635,32.0,15,4,4,1,4,4,1
5dcdf3b898af55aa79f90636,4.0,15,1,2,5,5,2,4
5dcdf3b898af55aa79f90637,8.0,25,1,2,1,4,4,5
5dcdf3b898af55aa79f90638,16.5,30,1,4,5,5,5,3
5dcdf3b898af55aa79f90639,32.0,10,4,1,3,5,5,4
5dcdf3b898af55aa79f9063a,15.5,25,4,5,1,5,5,5
5dcdf3b898af55aa79f9063b,33.5,20,1,2,3,5,2,3
5dcdf3b898af55aa79f9063c,41.65,10,4,4,2,4,2,4
5dcdf3b898af55aa79f9063d,62.97,30,3,5,1,4,1,3
5dcdf3b898af55aa79f9063e,35.0,25,3,3,1,2,1,1
5dcdf3b898af55aa79f9063f,62.97,20,2,1,3,5,2,2
5dcdf3b898af55aa79f90640,13.5,10,1,5,2,1,4,5
5dcdf3b898af55aa79f90641,32.0,10,1,5,2,2,4,4
5dcdf3b898af55aa79f90642,13.5,25,3,3,5,4,1,2
5dcdf3b898af55aa79f90643,14.42,10,2,4,3,1,1,4
5dcdf3b898af55aa79f90644,16.7,20,3,5,2,2,3,1
5dcdf3b898af55aa79f90645,179.5,20,2,5,4,3,5,4
5dcdf3b898af55aa79f90646,33.68,10,3,4,1,5,1,4
5dcdf3b898af55aa79f90647,44.64,30,2,2,1,5,1,2
5dcdf3b898af55aa79f90648,41.65,30,4,4,5,5,2,1
5dcdf3b898af55aa79f90649,58.97,15,1,5,1,4,4,2
5dcdf3b898af55aa79f9064a,41.65,10,3,1,5,1,3,1
5dcdf3b898af55aa79f9064b,41.65,20,1,1,4,5,5,3
5dcdf3b898af55aa79f9064c,29.0,10,4,4,5,1,5,5
5dcdf3b898af55aa79f9064d,31.65,20,1,3,4,5,5,1
5dcdf3b898af55aa79f9064e,35.64,10,1,3,4,3,1,2
5dcdf3b898af55aa79f9064f,62.5,25,2,1,3,2,5,1
5dcdf3b898af55aa79f90650,26.0,15,4,2,2,1,2,1
5dcdf3b898af55aa79f90651,80.5,10,1,2,4,2,3,3
5dcdf3b898af55aa79f90652,62.5,20,2,2,5,2,2,5
5dcdf3b898af55aa79f90653,64.5,10,5,2,1,5,3,5
5dcdf3b898af55aa79f90654,50.65,10,1,3,5,5,2,2
5dcdf3b898af55aa79f90655,21.32,30,1,1,3,3,2,3
5dcdf3b898af55aa79f90656,6.99,20,2,3,1,4,2,2
5dcdf3b898af55aa79f90657,41.65,20,4,3,4,2,4,1
5dcdf3b898af55aa79f90658,63.0,10,3,2,5,1,3,2
5dcdf3b898af55aa79f90659,13.5,15,3,1,4,2,1,1
5dcdf3b898af55aa79f9065a,32.0,25,2,1,4,3,4,1
5dcdf3b898af55aa79f9065b,49.65,10,2,1,5,5,3,3
5dcdf3b898af55aa79f9065c,48.64,15,5,3,3,5,4,4
5dcdf3b898af55aa79f9065d,62.97,15,1,1,1,1,5,1
5dcdf3b898af55aa79f9065e,58.97,30,2,1,3,5,3,5
5dcdf3b898af55aa79f9065f,45.45,10,3,4,4,4,2,5
5dcdf3b898af55aa79f90660,4.0,20,4,2,1,5,1,4
5dcdf3b898af55aa79f90661,94.95,10,5,2,3,1,5,4
5dcdf3b898af55aa79f90662,18.99,10,3,5,1,1,4,2
5dcdf3b898af55aa79f90663,12.0,15,1,5,5,1,4,4
5dcdf3b898af55aa79f90664,21.32,10,4,4,1,1,4,2
5dcdf3b898af55aa79f90665,63.3,15,3,5,2,3,3,3
5dcdf3b898af55aa79f90666,62.5,10,4,2,4,5,4,1
5dcdf3b898af55aa79f90667,32.0,25,1,1,4,5,4,2
5dcdf3b898af55aa79f90668,81.5,15,5,5,3,5,2,4
5dcdf3b898af55aa79f90669,31.65,10,1,2,5,1,1,2
5dcdf3b898af55aa79f9066a,41.65,30,1,1,4,5,3,3
5dcdf3b898af55aa79f9066b,50.65,30,3,4,5,4,4,5
5dcdf3b898af55aa79f9066c,21.32,10,3,5,4,1,5,5
5dcdf3b898af55aa79f9066d,41.65,10,3,1,2,2,2,3
5dcdf3b898af55aa79f9066e,8.66,30,5,1,2,3,4,3
5dcdf3b898af55aa79f9066f,6.99,20,3,1,3,5,2,2
5dcdf3b898af55aa79f90670,103.95,10,3,4,5,3,2,4
5dcdf3b898af55aa79f90671,63.0,10,2,3,4,2,1,2
5dcdf3b898af55aa79f90672,13.5,10,2,5,5,1,5,3
5dcdf3b898af55aa79f90673,4.0,30,4,5,4,5,3,4
5dcdf3b898af55aa79f90674,1.0,10,3,1,4,1,5,3
5dcdf3b898af55aa79f90675,32.0,20,1,1,5,5,5,5
5dcdf3b898af55aa79f90676,62.5,10,1,3,1,2,1,2
5dcdf3b898af55aa79f90677,69.25,10,4,5,1,1,3,4
5dcdf3b898af55aa79f90678,18.0,15,2,4,5,1,2,4
5dcdf3b898af55aa79f90679,32.5,20,3,2,5,1,4,5
5dcdf3b898af55aa79f9067a,4.5,10,3,1,5,4,2,3
5dcdf3b898af55aa79f9067b,80.5,25,3,3,5,3,1,3
5dcdf3b898af55aa79f9067c,125.0,25,2,1,5,5,1,5
5dcdf3b898af55aa79f9067d,94.5,10,1,2,5,5,4,5
5dcdf3b898af55aa79f9067e,32.0,25,2,3,4,4,5,2
5dcdf3b898af55aa79f9067f,62.5,15,4,4,3,2,4,1
5dcdf3b898af55aa79f90680,46.32,10,5,2,2,2,4,4
5dcdf3b898af55aa79f90681,42.65,20,5,4,5,1,5,3
5dcdf3b898af55aa79f90682,42.64,15,4,1,3,1,1,5
5dcdf3b898af55aa79f90683,12.99,30,3,4,3,2,4,2
5dcdf3b898af55aa79f90684,0.0,10,4,5,5,1,5,1
5dcdf3b898af55aa79f90685,4.0,10,3,3,2,3,4,2
5dcdf3b898af55aa79f90686,4.0,10,3,2,5,1,1,4
5dcdf3b898af55aa79f90687,4.0,10,4,1,4,4,2,4
5dcdf3b898af55aa79f90688,0.0,20,3,1,2,2,2,1
5dcdf3b898af55aa79f90689,62.5,20,5,3,3,3,4,3
5dcdf3b898af55aa79f9068a,51.09,10,1,5,2,3,4,2
5dcdf3b898af55aa79f9068b,9.33,30,4,5,3,2,1,4
5dcdf3b898af55aa79f9068c,41.65,15,5,5,1,4,4,5
5dcdf3b898af55aa79f9068d,73.63,10,4,2,1,1,5,5
5dcdf3b898af55aa79f9068e,41.65,10,4,1,5,3,3,1
5dcdf3b898af55aa79f9068f,35.0,30,4,1,4,5,4,1
5dcdf3b898af55aa79f90690,42.32,25,2,2,4,2,5,2
5dcdf3b898af55aa79f90691,9.0,30,3,2,3,4,5,4
5dcdf3b898af55aa79f90692,37.5,10,1,3,1,5,2,3
5dcdf3b898af55aa79f90693,16.8,30,2,1,5,5,4,4
5dcdf3b898af55aa79f90694,28.31,30,1,3,3,2,2,1
5dcdf3b898af55aa79f90695,23.78,10,2,4,2,4,4,4
5dcdf3b898af55aa79f90696,62.5,25,1,4,1,3,1,1
5dcdf3b898af55aa79f90697,63.0,10,4,3,4,4,4,1
5dcdf3b898af55aa79f90698,18.0,10,2,3,4,3,2,1
5dcdf3b898af55aa79f90699,14.0,20,1,2,5,1,3,5
5dcdf3b898af55aa79f9069a,62.5,25,1,1,4,1,3,3
5dcdf3b898af55aa79f9069b,4.0,10,5,1,4,2,5,3
5dcdf3b898af55aa79f9069c,17.5,25,5,3,1,5,5,5
5dcdf3b898af55aa79f9069d,32.0,15,3,1,4,1,4,2
5dcdf3b898af55aa79f9069e,32.0,15,2,3,1,5,2,3
5dcdf3b898af55aa79f9069f,8.66,15,5,3,4,5,5,1
5dcdf3b898af55aa79f906a0,85.5,30,3,5,4,5,2,2
5dcdf3b998af55aa79f906a1,17.08,15,5,4,3,4,4,4
5dcdf3b998af55aa79f906a2,4.5,15,5,4,4,2,2,5
5dcdf3b998af55aa79f906a3,54.0,15,1,4,1,5,4,5
5dcdf3b998af55aa79f906a4,62.5,15,2,4,4,3,5,5
5dcdf3b998af55aa79f906a5,3.07,30,4,4,1,3,5,1
5dcdf3b998af55aa79f906a6,187.5,30,1,4,3,3,3,4
5dcdf3b998af55aa79f906a7,41.65,15,2,2,3,1,1,5
5dcdf3b998af55aa79f906a8,66.65,25,5,5,5,3,4,5
5dcdf3b998af55aa79f906a9,12.66,20,3,5,3,3,4,5
5dcdf3b998af55aa79f906aa,28.0,20,4,1,3,1,5,5
5dcdf3b998af55aa79f906ab,32.0,15,3,5,5,2,2,1
5dcdf3b998af55aa79f906ac,4.41,10,4,5,4,5,1,2
5dcdf3b998af55aa79f906ad,129.5,20,2,5,1,2,2,2
5dcdf3b998af55aa79f906ae,45.5,15,2,2,2,3,1,3
5dcdf3b998af55aa79f906af,62.5,25,1,4,1,5,2,1
5dcdf3b998af55aa79f906b0,62.5,30,3,3,4,4,3,1
5dcdf3b998af55aa79f906b1,4.0,15,2,1,1,4,2,5
5dcdf3b998af55aa79f906b2,32.0,15,1,2,3,5,3,3
5dcdf3b998af55aa79f906b3,62.5,10,3,2,2,3,2,2
5dcdf3b998af55aa79f906b4,17.32,15,5,1,3,2,3,3
5dcdf3b998af55aa79f906b5,9.0,30,4,3,2,3,5,4
5dcdf3b998af55aa79f906b6,30.32,25,3,3,1,2,3,2
5dcdf3b998af55aa79f906b7,60.29,10,5,4,5,4,4,3
5dcdf3b998af55aa79f906b8,25.6,15,4,3,5,4,2,3
5dcdf3b998af55aa79f906b9,20.5,10,2,4,5,2,3,1
5dcdf3b998af55aa79f906ba,85.5,10,3,4,5,5,1,4
5dcdf3b998af55aa79f906bb,24.48,15,1,5,4,4,4,3
5dcdf3b998af55aa79f906bc,17.6,15,1,2,2,1,2,2
5dcdf3b998af55aa79f906bd,179.5,20,2,5,4,3,5,4
5dcdf3b998af55aa79f906be,16.35,15,4,1,1,2,3,5
