_id,feedback_type,user_who_is_rating_Mongoid,user_who_is_rating_id,user_getting_rated_Mongoid,user_getting_rated_id,trip_id,chatty_rating,safety_rating,punctuality_rating,friendliness_rating,comfort_rating,average_rating,feedback_given_classifier,feedback_given_classifier_to_int,time_stamp,chatty_score,safety_score,punctuality_score,friendliness_score,comfortibility_score,driver_rating,UTT
5d8453fee78997569c519235,rider_to_driver,5d844acea51ea3e5d3520d8b,54900,5d844b68a51ea3e5d352ce56,104255,5d8453fee78997569c519231,0,2,0,0,0,0.4,safety_score,2,2019-09-20 00:22:22,4.0,5.0,2.0,4.0,1.0,3.0,10.0
5d8453fee78997569c519236,rider_to_rider,5d844b3fa51ea3e5d3529cfd,91622,5d844acea51ea3e5d3520d8b,54900,5d8453fee78997569c519231,0,0,0,0,0,0.0,chatty_score,1,2019-09-20 00:22:22,4.0,5.0,1.0,1.0,4.0,,10.0
5d8453fee78997569c519237,rider_to_rider,5d844b3fa51ea3e5d3529cfd,91622,5d844a4ea51ea3e5d351631c,11269,5d8453fee78997569c519231,0,0,0,0,4,0.8,comfortibility_score,5,2019-09-20 00:22:22,4.0,5.0,1.0,1.0,4.0,,10.0
5d8453fee78997569c519238,rider_to_driver,5d844b3fa51ea3e5d3529cfd,91622,5d844b68a51ea3e5d352ce56,104255,5d8453fee78997569c519231,5,0,3,0,2,2.0,chatty_score,1,2019-09-20 00:22:22,4.0,5.0,1.0,1.0,4.0,3.0,10.0
5d8453fee78997569c519239,rider_to_rider,5d844a4ea51ea3e5d351631c,11269,5d844acea51ea3e5d3520d8b,54900,5d8453fee78997569c519231,0,2,0,0,0,0.4,safety_score,2,2019-09-20 00:22:22,4.0,5.0,4.0,3.0,4.0,,10.0
5d8453fee78997569c51923a,rider_to_rider,5d844a4ea51ea3e5d351631c,11269,5d844b3fa51ea3e5d3529cfd,91622,5d8453fee78997569c519231,0,0,0,0,2,0.4,comfortibility_score,5,2019-09-20 00:22:22,4.0,5.0,4.0,3.0,4.0,,10.0
5d8453fee78997569c51923b,rider_to_driver,5d844a4ea51ea3e5d351631c,11269,5d844b68a51ea3e5d352ce56,104255,5d8453fee78997569c519231,0,4,0,0,0,0.8,safety_score,2,2019-09-20 00:22:22,4.0,5.0,4.0,3.0,4.0,3.0,10.0
5d8453fee78997569c51923c,driver_to_rider,5d844b68a51ea3e5d352ce56,104255,5d844acea51ea3e5d3520d8b,54900,5d8453fee78997569c519231,0,0,0,0,3,0.6,comfortibility_score,5,2019-09-20 00:22:22,1.0,1.0,4.0,2.0,3.0,,30.0
5d8453fee78997569c51923d,driver_to_rider,5d844b68a51ea3e5d352ce56,104255,5d844b3fa51ea3e5d3529cfd,91622,5d8453fee78997569c519231,0,5,2,0,0,1.4,safety_score,2,2019-09-20 00:22:22,1.0,1.0,4.0,2.0,3.0,,30.0
5d8453fee78997569c51923e,driver_to_rider,5d844b68a51ea3e5d352ce56,104255,5d844a4ea51ea3e5d351631c,11269,5d8453fee78997569c519231,0,1,3,0,0,0.8,punctuality_score,3,2019-09-20 00:22:22,1.0,1.0,4.0,2.0,3.0,,30.0
5d845413e78997569c519241,rider_to_rider,5d844ab2a51ea3e5d351ed8d,46710,5d844a3ca51ea3e5d351464c,3893,5d845413e78997569c51923f,0,0,1,4,3,1.6,friendliness_score,4,2019-09-20 00:22:43,5.0,2.0,1.0,5.0,3.0,,10.0
5d845413e78997569c519242,rider_to_driver,5d844ab2a51ea3e5d351ed8d,46710,5d844b63a51ea3e5d352c801,102634,5d845413e78997569c51923f,4,0,0,0,0,0.8,chatty_score,1,2019-09-20 00:22:43,5.0,2.0,1.0,5.0,3.0,2.0,10.0
5d845413e78997569c519243,rider_to_rider,5d844a3ca51ea3e5d351464c,3893,5d844ab2a51ea3e5d351ed8d,46710,5d845413e78997569c51923f,0,0,1,0,0,0.2,punctuality_score,3,2019-09-20 00:22:43,5.0,4.0,3.0,1.0,3.0,,25.0
5d845413e78997569c519244,rider_to_driver,5d844a3ca51ea3e5d351464c,3893,5d844b63a51ea3e5d352c801,102634,5d845413e78997569c51923f,0,0,0,0,0,0.0,chatty_score,1,2019-09-20 00:22:43,5.0,4.0,3.0,1.0,3.0,2.0,25.0
5d845413e78997569c519245,driver_to_rider,5d844b63a51ea3e5d352c801,102634,5d844ab2a51ea3e5d351ed8d,46710,5d845413e78997569c51923f,0,0,0,0,0,0.0,chatty_score,1,2019-09-20 00:22:43,3.0,4.0,1.0,3.0,4.0,,30.0
5d845413e78997569c519246,driver_to_rider,5d844b63a51ea3e5d352c801,102634,5d844a3ca51ea3e5d351464c,3893,5d845413e78997569c51923f,0,2,0,0,0,0.4,safety_score,2,2019-09-20 00:22:43,3.0,4.0,1.0,3.0,4.0,,30.0
5d84542fe78997569c519249,rider_to_rider,5d844b25a51ea3e5d3527d5c,83525,5d844b32a51ea3e5d3528cf7,87520,5d84542fe78997569c519247,0,0,0,0,0,0.0,chatty_score,1,2019-09-20 00:23:11,5.0,2.0,4.0,2.0,3.0,,10.0
5d84542fe78997569c51924a,rider_to_driver,5d844b25a51ea3e5d3527d5c,83525,5d844b5aa51ea3e5d352be9c,100229,5d84542fe78997569c519247,0,4,0,0,0,0.8,safety_score,2,2019-09-20 00:23:11,5.0,2.0,4.0,2.0,3.0,2.0,10.0
5d84542fe78997569c51924b,rider_to_rider,5d844b32a51ea3e5d3528cf7,87520,5d844b25a51ea3e5d3527d5c,83525,5d84542fe78997569c519247,0,0,2,0,0,0.4,punctuality_score,3,2019-09-20 00:23:11,5.0,2.0,1.0,2.0,5.0,,10.0
5d84542fe78997569c51924c,rider_to_driver,5d844b32a51ea3e5d3528cf7,87520,5d844b5aa51ea3e5d352be9c,100229,5d84542fe78997569c519247,3,0,0,0,0,0.6,chatty_score,1,2019-09-20 00:23:11,5.0,2.0,1.0,2.0,5.0,2.0,10.0
5d84542fe78997569c51924d,driver_to_rider,5d844b5aa51ea3e5d352be9c,100229,5d844b25a51ea3e5d3527d5c,83525,5d84542fe78997569c519247,0,0,0,0,0,0.0,chatty_score,1,2019-09-20 00:23:11,4.0,5.0,3.0,3.0,5.0,,30.0
5d84542fe78997569c51924e,driver_to_rider,5d844b5aa51ea3e5d352be9c,100229,5d844b32a51ea3e5d3528cf7,87520,5d84542fe78997569c519247,0,0,4,2,1,1.4,punctuality_score,3,2019-09-20 00:23:11,4.0,5.0,3.0,3.0,5.0,,30.0
5d845460e78997569c519251,rider_to_rider,5d844b36a51ea3e5d35290d9,88514,5d844a42a51ea3e5d3514f59,6210,5d845460e78997569c51924f,5,0,2,0,0,1.4,chatty_score,1,2019-09-20 00:24:00,2.0,1.0,4.0,3.0,2.0,,10.0
5d845460e78997569c519252,rider_to_driver,5d844b36a51ea3e5d35290d9,88514,5d844b5da51ea3e5d352c205,101102,5d845460e78997569c51924f,2,0,0,3,0,1.0,friendliness_score,4,2019-09-20 00:24:00,2.0,1.0,4.0,3.0,2.0,3.0,10.0
5d845460e78997569c519253,rider_to_rider,5d844a42a51ea3e5d3514f59,6210,5d844b36a51ea3e5d35290d9,88514,5d845460e78997569c51924f,5,0,0,4,1,2.0,chatty_score,1,2019-09-20 00:24:00,4.0,2.0,3.0,3.0,3.0,,25.0
5d845460e78997569c519254,rider_to_driver,5d844a42a51ea3e5d3514f59,6210,5d844b5da51ea3e5d352c205,101102,5d845460e78997569c51924f,0,0,0,0,3,0.6,comfortibility_score,5,2019-09-20 00:24:00,4.0,2.0,3.0,3.0,3.0,3.0,25.0
5d845460e78997569c519255,driver_to_rider,5d844b5da51ea3e5d352c205,101102,5d844b36a51ea3e5d35290d9,88514,5d845460e78997569c51924f,0,2,0,4,0,1.2,friendliness_score,4,2019-09-20 00:24:00,3.0,4.0,4.0,5.0,2.0,,25.0
5d845460e78997569c519256,driver_to_rider,5d844b5da51ea3e5d352c205,101102,5d844a42a51ea3e5d3514f59,6210,5d845460e78997569c51924f,0,0,4,2,0,1.2,punctuality_score,3,2019-09-20 00:24:00,3.0,4.0,4.0,5.0,2.0,,25.0
5d84548de78997569c519259,rider_to_rider,5d844a49a51ea3e5d3515abe,9127,5d844a71a51ea3e5d351995e,25159,5d84548de78997569c519257,1,0,0,4,2,1.4,friendliness_score,4,2019-09-20 00:24:45,4.0,2.0,3.0,3.0,3.0,,10.0
5d84548de78997569c51925a,rider_to_rider,5d844a49a51ea3e5d3515abe,9127,5d844aaca51ea3e5d351e75b,45124,5d84548de78997569c519257,3,4,0,0,1,1.6,safety_score,2,2019-09-20 00:24:45,4.0,2.0,3.0,3.0,3.0,,10.0
5d84548de78997569c51925b,rider_to_driver,5d844a49a51ea3e5d3515abe,9127,5d844ba7a51ea3e5d35318fd,123366,5d84548de78997569c519257,0,4,5,0,0,1.8,punctuality_score,3,2019-09-20 00:24:45,4.0,2.0,3.0,3.0,3.0,4.0,10.0
5d84548de78997569c51925c,rider_to_rider,5d844a71a51ea3e5d351995e,25159,5d844a49a51ea3e5d3515abe,9127,5d84548de78997569c519257,2,0,0,0,0,0.4,chatty_score,1,2019-09-20 00:24:45,5.0,3.0,4.0,1.0,4.0,,30.0
5d84548de78997569c51925d,rider_to_rider,5d844a71a51ea3e5d351995e,25159,5d844aaca51ea3e5d351e75b,45124,5d84548de78997569c519257,0,0,5,0,0,1.0,punctuality_score,3,2019-09-20 00:24:45,5.0,3.0,4.0,1.0,4.0,,30.0
5d84548de78997569c51925e,rider_to_driver,5d844a71a51ea3e5d351995e,25159,5d844ba7a51ea3e5d35318fd,123366,5d84548de78997569c519257,4,0,0,0,3,1.4,chatty_score,1,2019-09-20 00:24:45,5.0,3.0,4.0,1.0,4.0,3.0,30.0
5d84548de78997569c51925f,rider_to_rider,5d844aaca51ea3e5d351e75b,45124,5d844a49a51ea3e5d3515abe,9127,5d84548de78997569c519257,5,0,0,3,5,2.6,chatty_score,1,2019-09-20 00:24:45,4.0,4.0,4.0,5.0,3.0,,20.0
5d84548de78997569c519260,rider_to_rider,5d844aaca51ea3e5d351e75b,45124,5d844a71a51ea3e5d351995e,25159,5d84548de78997569c519257,0,3,0,4,4,2.2,friendliness_score,4,2019-09-20 00:24:45,4.0,4.0,4.0,5.0,3.0,,20.0
5d84548de78997569c519261,rider_to_driver,5d844aaca51ea3e5d351e75b,45124,5d844ba7a51ea3e5d35318fd,123366,5d84548de78997569c519257,0,0,1,1,0,0.4,punctuality_score,3,2019-09-20 00:24:45,4.0,4.0,4.0,5.0,3.0,3.0,20.0
5d84548de78997569c519262,driver_to_rider,5d844ba7a51ea3e5d35318fd,123366,5d844a49a51ea3e5d3515abe,9127,5d84548de78997569c519257,0,0,0,1,0,0.2,friendliness_score,4,2019-09-20 00:24:45,4.0,2.0,3.0,1.0,5.0,,10.0
5d84548de78997569c519263,driver_to_rider,5d844ba7a51ea3e5d35318fd,123366,5d844a71a51ea3e5d351995e,25159,5d84548de78997569c519257,5,1,0,0,0,1.2,chatty_score,1,2019-09-20 00:24:45,4.0,2.0,3.0,1.0,5.0,,10.0
5d84548de78997569c519264,driver_to_rider,5d844ba7a51ea3e5d35318fd,123366,5d844aaca51ea3e5d351e75b,45124,5d84548de78997569c519257,1,0,2,2,1,1.2,punctuality_score,3,2019-09-20 00:24:45,4.0,2.0,3.0,1.0,5.0,,10.0
5d8454ebe78997569c519268,rider_to_rider,5d844b0aa51ea3e5d3525815,73982,5d844a58a51ea3e5d35172b9,15266,5d8454ebe78997569c519266,0,0,0,4,0,0.8,friendliness_score,4,2019-09-20 00:26:19,2.0,2.0,4.0,1.0,1.0,,10.0
5d8454ebe78997569c519269,rider_to_rider,5d844b0aa51ea3e5d3525815,73982,5d844a93a51ea3e5d351c89d,37254,5d8454ebe78997569c519266,0,0,0,0,0,0.0,chatty_score,1,2019-09-20 00:26:19,2.0,2.0,4.0,1.0,1.0,,10.0
5d8454ebe78997569c51926a,rider_to_driver,5d844b0aa51ea3e5d3525815,73982,5d844b5ca51ea3e5d352c0ae,100759,5d8454ebe78997569c519266,0,0,1,0,0,0.2,punctuality_score,3,2019-09-20 00:26:19,2.0,2.0,4.0,1.0,1.0,4.0,10.0
5d8454ebe78997569c51926b,rider_to_rider,5d844a58a51ea3e5d35172b9,15266,5d844b0aa51ea3e5d3525815,73982,5d8454ebe78997569c519266,0,1,5,4,0,2.0,punctuality_score,3,2019-09-20 00:26:19,3.0,4.0,3.0,4.0,4.0,,30.0
5d8454ebe78997569c51926c,rider_to_rider,5d844a58a51ea3e5d35172b9,15266,5d844a93a51ea3e5d351c89d,37254,5d8454ebe78997569c519266,0,0,0,0,0,0.0,chatty_score,1,2019-09-20 00:26:19,3.0,4.0,3.0,4.0,4.0,,30.0
5d8454ebe78997569c51926d,rider_to_driver,5d844a58a51ea3e5d35172b9,15266,5d844b5ca51ea3e5d352c0ae,100759,5d8454ebe78997569c519266,0,0,0,0,0,0.0,chatty_score,1,2019-09-20 00:26:19,3.0,4.0,3.0,4.0,4.0,4.0,30.0
5d8454ebe78997569c51926e,rider_to_rider,5d844a93a51ea3e5d351c89d,37254,5d844b0aa51ea3e5d3525815,73982,5d8454ebe78997569c519266,3,0,0,0,0,0.6,chatty_score,1,2019-09-20 00:26:19,5.0,1.0,3.0,2.0,3.0,,30.0
5d8454ebe78997569c51926f,rider_to_rider,5d844a93a51ea3e5d351c89d,37254,5d844a58a51ea3e5d35172b9,15266,5d8454ebe78997569c519266,3,3,0,0,0,1.2,chatty_score,1,2019-09-20 00:26:19,5.0,1.0,3.0,2.0,3.0,,30.0
5d8454ebe78997569c519270,rider_to_driver,5d844a93a51ea3e5d351c89d,37254,5d844b5ca51ea3e5d352c0ae,100759,5d8454ebe78997569c519266,0,0,1,0,0,0.2,punctuality_score,3,2019-09-20 00:26:19,5.0,1.0,3.0,2.0,3.0,2.0,30.0
5d8454ebe78997569c519271,driver_to_rider,5d844b5ca51ea3e5d352c0ae,100759,5d844b0aa51ea3e5d3525815,73982,5d8454ebe78997569c519266,0,0,0,2,0,0.4,friendliness_score,4,2019-09-20 00:26:19,5.0,5.0,4.0,5.0,1.0,,30.0
5d8454ebe78997569c519272,driver_to_rider,5d844b5ca51ea3e5d352c0ae,100759,5d844a58a51ea3e5d35172b9,15266,5d8454ebe78997569c519266,1,0,0,0,0,0.2,chatty_score,1,2019-09-20 00:26:19,5.0,5.0,4.0,5.0,1.0,,30.0
5d8454ebe78997569c519273,driver_to_rider,5d844b5ca51ea3e5d352c0ae,100759,5d844a93a51ea3e5d351c89d,37254,5d8454ebe78997569c519266,2,0,1,0,4,1.4,comfortibility_score,5,2019-09-20 00:26:19,5.0,5.0,4.0,5.0,1.0,,30.0
5d8456f8f330f13fd891ada6,rider_to_rider,5d844a6aa51ea3e5d3518e66,22351,5d844acaa51ea3e5d3520888,53617,5d8456f8f330f13fd891ada4,0,2,0,0,4,1.2,comfortibility_score,5,2019-09-20 00:35:04,1.0,2.0,5.0,2.0,5.0,,15.0
5d8456f8f330f13fd891ada7,rider_to_driver,5d844a6aa51ea3e5d3518e66,22351,5d844c43a51ea3e5d353ee55,177982,5d8456f8f330f13fd891ada4,0,0,0,1,0,0.2,friendliness_score,4,2019-09-20 00:35:04,1.0,2.0,5.0,2.0,5.0,4.0,15.0
5d8456f8f330f13fd891ada8,rider_to_rider,5d844acaa51ea3e5d3520888,53617,5d844a6aa51ea3e5d3518e66,22351,5d8456f8f330f13fd891ada4,0,0,0,0,0,0.0,chatty_score,1,2019-09-20 00:35:04,3.0,2.0,4.0,2.0,3.0,,10.0
5d8456f8f330f13fd891ada9,rider_to_driver,5d844acaa51ea3e5d3520888,53617,5d844c43a51ea3e5d353ee55,177982,5d8456f8f330f13fd891ada4,0,4,0,0,5,1.8,comfortibility_score,5,2019-09-20 00:35:04,3.0,2.0,4.0,2.0,3.0,4.0,10.0
5d8456f8f330f13fd891adaa,driver_to_rider,5d844c43a51ea3e5d353ee55,177982,5d844a6aa51ea3e5d3518e66,22351,5d8456f8f330f13fd891ada4,0,0,1,0,0,0.2,punctuality_score,3,2019-09-20 00:35:04,5.0,3.0,5.0,1.0,5.0,,20.0
5d8456f8f330f13fd891adab,driver_to_rider,5d844c43a51ea3e5d353ee55,177982,5d844acaa51ea3e5d3520888,53617,5d8456f8f330f13fd891ada4,0,0,1,5,2,1.6,friendliness_score,4,2019-09-20 00:35:04,5.0,3.0,5.0,1.0,5.0,,20.0
5d845714f330f13fd891adaf,rider_to_rider,5d844a4aa51ea3e5d3515c07,9456,5d844a99a51ea3e5d351d071,39258,5d845714f330f13fd891adad,0,0,3,0,1,0.8,punctuality_score,3,2019-09-20 00:35:32,4.0,1.0,2.0,5.0,1.0,,15.0
5d845714f330f13fd891adb0,rider_to_rider,5d844a4aa51ea3e5d3515c07,9456,5d844a56a51ea3e5d3516e46,14127,5d845714f330f13fd891adad,0,0,0,4,3,1.4,friendliness_score,4,2019-09-20 00:35:32,4.0,1.0,2.0,5.0,1.0,,15.0
5d845714f330f13fd891adb1,rider_to_driver,5d844a4aa51ea3e5d3515c07,9456,5d844b8ba51ea3e5d352f9b3,115356,5d845714f330f13fd891adad,0,1,0,4,0,1.0,friendliness_score,4,2019-09-20 00:35:32,4.0,1.0,2.0,5.0,1.0,2.0,15.0
5d845714f330f13fd891adb2,rider_to_rider,5d844a99a51ea3e5d351d071,39258,5d844a4aa51ea3e5d3515c07,9456,5d845714f330f13fd891adad,2,0,0,3,0,1.0,friendliness_score,4,2019-09-20 00:35:32,2.0,4.0,3.0,5.0,5.0,,20.0
5d845714f330f13fd891adb3,rider_to_rider,5d844a99a51ea3e5d351d071,39258,5d844a56a51ea3e5d3516e46,14127,5d845714f330f13fd891adad,0,0,0,0,2,0.4,comfortibility_score,5,2019-09-20 00:35:32,2.0,4.0,3.0,5.0,5.0,,20.0
5d845714f330f13fd891adb4,rider_to_driver,5d844a99a51ea3e5d351d071,39258,5d844b8ba51ea3e5d352f9b3,115356,5d845714f330f13fd891adad,0,0,0,0,5,1.0,comfortibility_score,5,2019-09-20 00:35:32,2.0,4.0,3.0,5.0,5.0,3.0,20.0
5d845714f330f13fd891adb5,rider_to_rider,5d844a56a51ea3e5d3516e46,14127,5d844a4aa51ea3e5d3515c07,9456,5d845714f330f13fd891adad,0,5,1,0,0,1.2,safety_score,2,2019-09-20 00:35:32,5.0,3.0,4.0,3.0,5.0,,15.0
5d845714f330f13fd891adb6,rider_to_rider,5d844a56a51ea3e5d3516e46,14127,5d844a99a51ea3e5d351d071,39258,5d845714f330f13fd891adad,1,0,5,5,0,2.2,punctuality_score,3,2019-09-20 00:35:32,5.0,3.0,4.0,3.0,5.0,,15.0
5d845714f330f13fd891adb7,rider_to_driver,5d844a56a51ea3e5d3516e46,14127,5d844b8ba51ea3e5d352f9b3,115356,5d845714f330f13fd891adad,0,3,0,0,0,0.6,safety_score,2,2019-09-20 00:35:32,5.0,3.0,4.0,3.0,5.0,2.0,15.0
5d845714f330f13fd891adb8,driver_to_rider,5d844b8ba51ea3e5d352f9b3,115356,5d844a4aa51ea3e5d3515c07,9456,5d845714f330f13fd891adad,0,2,3,3,0,1.6,punctuality_score,3,2019-09-20 00:35:32,1.0,2.0,2.0,2.0,3.0,,15.0
5d845714f330f13fd891adb9,driver_to_rider,5d844b8ba51ea3e5d352f9b3,115356,5d844a99a51ea3e5d351d071,39258,5d845714f330f13fd891adad,0,2,0,2,0,0.8,safety_score,2,2019-09-20 00:35:32,1.0,2.0,2.0,2.0,3.0,,15.0
5d845714f330f13fd891adba,driver_to_rider,5d844b8ba51ea3e5d352f9b3,115356,5d844a56a51ea3e5d3516e46,14127,5d845714f330f13fd891adad,2,0,0,5,5,2.4,friendliness_score,4,2019-09-20 00:35:32,1.0,2.0,2.0,2.0,3.0,,15.0
5d845724f330f13fd891adbd,rider_to_rider,5d844adfa51ea3e5d3522236,60191,5d844a84a51ea3e5d351b55c,32325,5d845724f330f13fd891adbb,0,2,0,0,0,0.4,safety_score,2,2019-09-20 00:35:48,4.0,5.0,4.0,3.0,1.0,,15.0
5d845724f330f13fd891adbe,rider_to_driver,5d844adfa51ea3e5d3522236,60191,5d844b94a51ea3e5d3530337,117792,5d845724f330f13fd891adbb,0,0,0,0,0,0.0,chatty_score,1,2019-09-20 00:35:48,4.0,5.0,4.0,3.0,1.0,2.0,15.0
5d845724f330f13fd891adbf,rider_to_rider,5d844a84a51ea3e5d351b55c,32325,5d844adfa51ea3e5d3522236,60191,5d845724f330f13fd891adbb,4,0,4,0,2,2.0,chatty_score,1,2019-09-20 00:35:48,3.0,5.0,3.0,3.0,5.0,,20.0
5d845724f330f13fd891adc0,rider_to_driver,5d844a84a51ea3e5d351b55c,32325,5d844b94a51ea3e5d3530337,117792,5d845724f330f13fd891adbb,0,0,0,0,4,0.8,comfortibility_score,5,2019-09-20 00:35:48,3.0,5.0,3.0,3.0,5.0,4.0,20.0
5d845724f330f13fd891adc1,driver_to_rider,5d844b94a51ea3e5d3530337,117792,5d844adfa51ea3e5d3522236,60191,5d845724f330f13fd891adbb,0,0,0,0,0,0.0,chatty_score,1,2019-09-20 00:35:48,2.0,3.0,1.0,4.0,4.0,,10.0
5d845724f330f13fd891adc2,driver_to_rider,5d844b94a51ea3e5d3530337,117792,5d844a84a51ea3e5d351b55c,32325,5d845724f330f13fd891adbb,0,5,0,0,0,1.0,safety_score,2,2019-09-20 00:35:48,2.0,3.0,1.0,4.0,4.0,,10.0
5d84576bf330f13fd891adc5,rider_to_rider,5d844ab8a51ea3e5d351f37c,48229,5d844a60a51ea3e5d3517f2d,18454,5d84576bf330f13fd891adc3,0,0,0,0,0,0.0,chatty_score,1,2019-09-20 00:36:59,5.0,2.0,5.0,2.0,1.0,,15.0
5d84576bf330f13fd891adc6,rider_to_rider,5d844ab8a51ea3e5d351f37c,48229,5d844a3ba51ea3e5d35145cb,3764,5d84576bf330f13fd891adc3,0,0,1,0,0,0.2,punctuality_score,3,2019-09-20 00:36:59,5.0,2.0,5.0,2.0,1.0,,15.0
5d84576bf330f13fd891adc7,rider_to_driver,5d844ab8a51ea3e5d351f37c,48229,5d844bcfa51ea3e5d35347a4,135309,5d84576bf330f13fd891adc3,0,0,0,2,2,0.8,friendliness_score,4,2019-09-20 00:36:59,5.0,2.0,5.0,2.0,1.0,2.0,15.0
5d84576bf330f13fd891adc8,rider_to_rider,5d844a60a51ea3e5d3517f2d,18454,5d844ab8a51ea3e5d351f37c,48229,5d84576bf330f13fd891adc3,0,0,0,1,1,0.4,friendliness_score,4,2019-09-20 00:36:59,5.0,3.0,4.0,4.0,4.0,,15.0
5d84576bf330f13fd891adc9,rider_to_rider,5d844a60a51ea3e5d3517f2d,18454,5d844a3ba51ea3e5d35145cb,3764,5d84576bf330f13fd891adc3,0,4,0,0,0,0.8,safety_score,2,2019-09-20 00:36:59,5.0,3.0,4.0,4.0,4.0,,15.0
5d84576bf330f13fd891adca,rider_to_driver,5d844a60a51ea3e5d3517f2d,18454,5d844bcfa51ea3e5d35347a4,135309,5d84576bf330f13fd891adc3,0,0,0,0,0,0.0,chatty_score,1,2019-09-20 00:36:59,5.0,3.0,4.0,4.0,4.0,3.0,15.0
5d84576bf330f13fd891adcb,rider_to_rider,5d844a3ba51ea3e5d35145cb,3764,5d844ab8a51ea3e5d351f37c,48229,5d84576bf330f13fd891adc3,0,0,0,0,0,0.0,chatty_score,1,2019-09-20 00:36:59,4.0,4.0,2.0,3.0,2.0,,15.0
5d84576bf330f13fd891adcc,rider_to_rider,5d844a3ba51ea3e5d35145cb,3764,5d844a60a51ea3e5d3517f2d,18454,5d84576bf330f13fd891adc3,0,0,0,0,0,0.0,chatty_score,1,2019-09-20 00:36:59,4.0,4.0,2.0,3.0,2.0,,15.0
5d84576bf330f13fd891adcd,rider_to_driver,5d844a3ba51ea3e5d35145cb,3764,5d844bcfa51ea3e5d35347a4,135309,5d84576bf330f13fd891adc3,0,1,0,3,2,1.2,friendliness_score,4,2019-09-20 00:36:59,4.0,4.0,2.0,3.0,2.0,3.0,15.0
5d84576bf330f13fd891adce,driver_to_rider,5d844bcfa51ea3e5d35347a4,135309,5d844ab8a51ea3e5d351f37c,48229,5d84576bf330f13fd891adc3,4,0,0,0,3,1.4,chatty_score,1,2019-09-20 00:36:59,4.0,1.0,3.0,2.0,1.0,,30.0
5d84576bf330f13fd891adcf,driver_to_rider,5d844bcfa51ea3e5d35347a4,135309,5d844a60a51ea3e5d3517f2d,18454,5d84576bf330f13fd891adc3,0,0,0,0,0,0.0,chatty_score,1,2019-09-20 00:36:59,4.0,1.0,3.0,2.0,1.0,,30.0
5d84576bf330f13fd891add0,driver_to_rider,5d844bcfa51ea3e5d35347a4,135309,5d844a3ba51ea3e5d35145cb,3764,5d84576bf330f13fd891adc3,0,0,0,2,0,0.4,friendliness_score,4,2019-09-20 00:36:59,4.0,1.0,3.0,2.0,1.0,,30.0
5d84577bf330f13fd891add3,rider_to_rider,5d844ae5a51ea3e5d3522bd3,62652,5d844a6ea51ea3e5d35194b8,23969,5d84577bf330f13fd891add1,0,3,3,0,0,1.2,safety_score,2,2019-09-20 00:37:15,3.0,1.0,3.0,5.0,5.0,,15.0
5d84577bf330f13fd891add4,rider_to_driver,5d844ae5a51ea3e5d3522bd3,62652,5d844bb8a51ea3e5d3532d1a,128515,5d84577bf330f13fd891add1,5,0,0,2,2,1.8,chatty_score,1,2019-09-20 00:37:15,3.0,1.0,3.0,5.0,5.0,2.0,15.0
5d84577bf330f13fd891add5,rider_to_rider,5d844a6ea51ea3e5d35194b8,23969,5d844ae5a51ea3e5d3522bd3,62652,5d84577bf330f13fd891add1,1,0,3,0,0,0.8,punctuality_score,3,2019-09-20 00:37:15,3.0,1.0,2.0,4.0,4.0,,20.0
5d84577bf330f13fd891add6,rider_to_driver,5d844a6ea51ea3e5d35194b8,23969,5d844bb8a51ea3e5d3532d1a,128515,5d84577bf330f13fd891add1,0,0,0,5,0,1.0,friendliness_score,4,2019-09-20 00:37:15,3.0,1.0,2.0,4.0,4.0,4.0,20.0
5d84577bf330f13fd891add7,driver_to_rider,5d844bb8a51ea3e5d3532d1a,128515,5d844ae5a51ea3e5d3522bd3,62652,5d84577bf330f13fd891add1,3,3,0,0,4,2.0,comfortibility_score,5,2019-09-20 00:37:15,5.0,5.0,3.0,5.0,5.0,,15.0
5d84577bf330f13fd891add8,driver_to_rider,5d844bb8a51ea3e5d3532d1a,128515,5d844a6ea51ea3e5d35194b8,23969,5d84577bf330f13fd891add1,3,3,3,0,0,1.8,chatty_score,1,2019-09-20 00:37:15,5.0,5.0,3.0,5.0,5.0,,15.0
5d84579df330f13fd891addb,rider_to_rider,5d844b19a51ea3e5d3526a7a,78691,5d844a81a51ea3e5d351b148,31281,5d84579df330f13fd891add9,0,0,0,5,3,1.6,friendliness_score,4,2019-09-20 00:37:49,3.0,2.0,3.0,5.0,4.0,,15.0
5d84579df330f13fd891addc,rider_to_rider,5d844b19a51ea3e5d3526a7a,78691,5d844a65a51ea3e5d351863f,20264,5d84579df330f13fd891add9,0,0,0,0,0,0.0,chatty_score,1,2019-09-20 00:37:49,3.0,2.0,3.0,5.0,4.0,,15.0
5d84579df330f13fd891addd,rider_to_driver,5d844b19a51ea3e5d3526a7a,78691,5d844b79a51ea3e5d352e2ed,109526,5d84579df330f13fd891add9,2,0,5,0,0,1.4,punctuality_score,3,2019-09-20 00:37:49,3.0,2.0,3.0,5.0,4.0,4.0,15.0
5d84579df330f13fd891adde,rider_to_rider,5d844a81a51ea3e5d351b148,31281,5d844b19a51ea3e5d3526a7a,78691,5d84579df330f13fd891add9,0,2,0,0,0,0.4,safety_score,2,2019-09-20 00:37:49,1.0,3.0,4.0,5.0,1.0,,20.0
