_id,max_variance,UTT,chatty_score,safety_score,punctuality_score,friendliness_score,comfortibility_score,giving_feedback_classifier_int
5dce10ae21697e035c3c65b7,2.33,10,3,1,5,3,2,3
5dce10ae21697e035c3c65b8,8.0,15,3,3,2,3,5,5
5dce10ae21697e035c3c65b9,12.5,15,2,1,4,1,5,1
5dce10ae21697e035c3c65ba,8.0,20,2,2,2,5,3,5
5dce10ae21697e035c3c65bb,3.0,15,5,1,1,3,5,4
5dce10ae21697e035c3c65bc,8.33,25,5,1,2,2,2,1
5dce10ae21697e035c3c65bd,8.33,15,5,1,2,5,3,2
5dce10ae21697e035c3c65be,7.0,10,4,4,3,2,4,1
5dce10ae21697e035c3c65bf,2.0,15,4,3,4,4,4,4
5dce10ae21697e035c3c65c0,12.5,30,5,5,3,3,3,5
5dce10ae21697e035c3c65c1,4.5,25,5,2,1,4,3,3
5dce10ae21697e035c3c65c2,5.33,15,2,3,5,4,1,1
5dce10ae21697e035c3c65c3,8.33,25,1,1,4,3,3,1
5dce10ae21697e035c3c65c4,3.0,20,2,4,4,1,3,1
5dce10ae21697e035c3c65c5,5.2,30,5,5,5,5,5,1
5dce10ae21697e035c3c65c6,8.0,15,5,4,5,3,3,1
5dce10ae21697e035c3c65c7,4.5,20,4,3,3,1,1,3
5dce10ae21697e035c3c65c8,4.27,10,3,1,4,2,4,5
5dce10ae21697e035c3c65c9,8.33,15,4,1,4,4,3,2
5dce10ae21697e035c3c65ca,8.33,15,4,1,1,2,4,1
5dce10ae21697e035c3c65cb,5.33,20,5,1,4,2,1,1
5dce10ae21697e035c3c65cc,2.33,15,3,2,2,5,5,4
5dce10ae21697e035c3c65cd,5.33,15,1,1,4,2,2,3
5dce10ae21697e035c3c65ce,0.1,25,1,2,5,5,3,1
5dce10ae21697e035c3c65cf,8.33,10,2,4,4,1,1,2
5dce10ae21697e035c3c65d0,3.74,15,4,1,2,2,3,1
5dce10ae21697e035c3c65d1,0.5,15,3,5,5,3,2,2
5dce10ae21697e035c3c65d2,12.5,15,1,5,3,2,3,4
5dce10ae21697e035c3c65d3,0.5,25,3,1,4,1,3,1
5dce10ae21697e035c3c65d4,12.5,15,2,4,5,1,4,2
5dce10ae21697e035c3c65d5,4.5,15,1,5,4,3,5,5
5dce10ae21697e035c3c65d6,8.0,10,4,3,4,3,1,1
5dce10ae21697e035c3c65d7,12.5,15,4,3,2,2,4,4
5dce10ae21697e035c3c65d8,4.5,15,4,3,5,1,5,3
5dce10ae21697e035c3c65d9,12.5,25,4,2,3,1,4,3
5dce10ae21697e035c3c65da,4.5,15,5,4,5,3,5,3
5dce10ae21697e035c3c65db,0.5,15,4,2,5,4,1,1
5dce10ae21697e035c3c65dc,12.5,30,1,2,4,1,2,2
5dce10ae21697e035c3c65dd,12.5,15,4,3,4,2,1,5
5dce10ae21697e035c3c65de,4.5,15,3,1,3,5,3,3
5dce10ae21697e035c3c65df,5.5,20,2,1,3,5,2,3
5dce10ae21697e035c3c65e0,1.33,15,4,1,2,5,4,1
5dce10ae21697e035c3c65e1,8.33,25,4,4,2,4,5,1
5dce10ae21697e035c3c65e2,5.33,10,5,2,3,4,2,1
5dce10ae21697e035c3c65e3,4.59,15,1,5,4,3,2,2
5dce10ae21697e035c3c65e4,12.5,15,5,4,1,4,2,3
5dce10ae21697e035c3c65e5,8.0,15,3,4,3,3,2,5
5dce10ae21697e035c3c65e6,4.94,25,4,1,4,2,1,3
5dce10ae21697e035c3c65e7,12.5,15,1,2,4,4,2,5
5dce10ae21697e035c3c65e8,4.5,15,1,1,4,4,3,1
5dce10ae21697e035c3c65e9,4.0,10,4,5,4,2,5,2
5dce10ae21697e035c3c65ea,3.0,15,2,2,4,2,3,5
5dce10ae21697e035c3c65eb,8.33,10,2,2,4,3,2,2
5dce10ae21697e035c3c65ec,7.0,20,3,1,3,4,3,1
5dce10ae21697e035c3c65ed,8.33,20,5,3,5,2,1,3
5dce10ae21697e035c3c65ee,2.0,15,5,3,3,5,5,5
5dce10ae21697e035c3c65ef,2.0,30,5,2,3,5,3,4
5dce10ae21697e035c3c65f0,4.0,30,3,3,1,4,1,4
5dce10ae21697e035c3c65f1,8.0,15,1,5,3,2,2,3
5dce10ae21697e035c3c65f2,8.0,20,2,5,5,1,5,1
5dce10ae21697e035c3c65f3,4.0,25,2,5,1,3,4,5
5dce10ae21697e035c3c65f4,2.0,15,4,4,5,4,2,4
5dce10ae21697e035c3c65f5,2.0,15,4,1,5,3,1,1
5dce10ae21697e035c3c65f6,6.01,20,4,4,5,1,2,2
5dce10ae21697e035c3c65f7,0.33,15,2,3,2,2,5,2
5dce10ae21697e035c3c65f8,6.33,30,2,1,1,1,3,5
5dce10ae21697e035c3c65f9,8.33,15,3,3,1,4,5,2
5dce10ae21697e035c3c65fa,4.45,10,1,3,2,3,5,2
5dce10ae21697e035c3c65fb,0.1,15,1,2,2,1,1,1
5dce10ae21697e035c3c65fc,12.5,15,2,5,5,2,2,3
5dce10ae21697e035c3c65fd,12.5,15,3,3,3,3,5,4
5dce10ae21697e035c3c65fe,8.0,15,5,2,3,1,1,1
5dce10ae21697e035c3c65ff,12.5,25,5,2,5,5,3,1
5dce10ae21697e035c3c6600,12.5,15,5,1,5,5,4,1
5dce10ae21697e035c3c6601,8.33,15,4,5,1,5,3,5
5dce10ae21697e035c3c6602,2.33,10,1,2,1,1,2,5
5dce10ae21697e035c3c6603,8.33,30,5,5,2,3,1,1
5dce10ae21697e035c3c6604,6.67,25,4,1,1,5,5,5
5dce10ae21697e035c3c6605,2.0,15,1,2,3,1,3,3
5dce10ae21697e035c3c6606,4.5,20,1,2,5,5,4,4
5dce10ae21697e035c3c6607,6.25,25,4,4,3,4,5,1
5dce10ae21697e035c3c6608,12.5,15,4,2,1,2,3,1
5dce10ae21697e035c3c6609,12.5,30,4,4,2,4,4,4
5dce10ae21697e035c3c660a,8.0,30,1,4,5,1,4,4
5dce10ae21697e035c3c660b,12.5,15,5,5,1,2,4,1
5dce10ae21697e035c3c660c,2.0,20,5,5,2,2,3,1
5dce10ae21697e035c3c660d,1.93,15,4,1,4,5,1,3
5dce10ae21697e035c3c660e,4.5,15,3,1,3,3,3,2
5dce10ae21697e035c3c660f,8.0,10,5,3,4,1,2,3
5dce10ae21697e035c3c6610,5.5,25,2,5,2,1,5,5
5dce10ae21697e035c3c6611,8.33,15,3,1,1,3,1,3
5dce10ae21697e035c3c6612,5.33,30,5,3,5,4,3,3
5dce10ae21697e035c3c6613,8.33,25,4,1,1,1,4,2
5dce10ae21697e035c3c6614,3.64,10,5,1,5,5,3,4
5dce10ae21697e035c3c6615,2.0,15,5,1,4,3,5,1
5dce10ae21697e035c3c6616,0.5,20,3,3,2,3,2,3
5dce10ae21697e035c3c6617,3.37,30,4,3,4,3,2,5
5dce10ae21697e035c3c6618,12.5,15,5,2,1,1,4,5
5dce10ae21697e035c3c6619,8.0,20,5,1,3,1,2,3
5dce10ae21697e035c3c661a,4.17,20,5,2,3,1,2,1
5dce10ae21697e035c3c661b,5.33,15,3,1,1,4,2,4
5dce10ae21697e035c3c661c,4.33,15,1,1,3,5,5,4
5dce10ae21697e035c3c661d,4.0,30,3,1,2,5,2,2
5dce10ae21697e035c3c661e,8.33,15,1,1,2,4,3,4
5dce10ae21697e035c3c661f,8.33,15,3,5,5,4,2,4
5dce10ae21697e035c3c6620,8.33,25,1,5,5,1,5,4
5dce10ae21697e035c3c6621,4.33,15,1,3,3,5,3,4
5dce10ae21697e035c3c6622,8.33,30,5,5,4,1,5,3
5dce10ae21697e035c3c6623,12.5,15,4,2,5,2,3,4
5dce10ae21697e035c3c6624,12.5,20,2,4,5,4,2,1
5dce10ae21697e035c3c6625,8.0,20,2,1,2,4,3,4
5dce10ae21697e035c3c6626,0.1,15,3,4,1,4,5,1
5dce10ae21697e035c3c6627,0.1,25,4,3,4,2,5,1
5dce10ae21697e035c3c6628,5.67,30,5,3,4,1,3,1
5dce10ae21697e035c3c6629,8.33,15,2,1,5,1,4,5
5dce10ae21697e035c3c662a,5.33,20,4,5,4,3,2,4
5dce10ae21697e035c3c662b,3.0,30,2,5,5,1,1,3
5dce10ae21697e035c3c662c,8.33,25,4,2,2,1,1,2
5dce10ae21697e035c3c662d,2.0,15,1,4,2,4,4,1
5dce10ae21697e035c3c662e,12.5,30,3,4,2,4,3,2
5dce10ae21697e035c3c662f,4.12,25,2,4,5,3,2,3
5dce10ae21697e035c3c6630,5.33,15,1,5,4,2,2,1
5dce10ae21697e035c3c6631,8.33,20,3,4,4,4,2,4
5dce10ae21697e035c3c6632,7.0,20,3,4,5,4,1,3
5dce10ae21697e035c3c6633,6.33,30,2,2,2,2,1,5
5dce10ae21697e035c3c6634,12.5,15,1,1,5,4,5,5
5dce10ae21697e035c3c6635,2.0,15,3,5,3,1,4,1
5dce10ae21697e035c3c6636,6.21,10,2,2,5,1,4,1
5dce10ae21697e035c3c6637,5.33,15,2,4,2,5,5,3
5dce10ae21697e035c3c6638,7.0,25,1,3,2,4,1,4
5dce10ae21697e035c3c6639,5.33,15,3,3,3,3,5,1
5dce10ae21697e035c3c663a,3.73,30,3,2,5,1,3,2
5dce10ae21697e035c3c663b,8.33,15,4,3,5,2,3,2
5dce10ae21697e035c3c663c,0.33,25,2,2,5,5,3,1
5dce10ae21697e035c3c663d,8.33,15,1,3,4,1,2,2
5dce10ae21697e035c3c663e,5.33,30,3,5,2,5,4,2
5dce10ae21697e035c3c663f,6.33,15,5,5,1,5,4,2
5dce10ae21697e035c3c6640,8.33,15,4,1,3,1,3,5
5dce10ae21697e035c3c6641,8.33,25,5,3,1,1,4,4
5dce10ae21697e035c3c6642,2.33,30,5,1,4,5,5,1
5dce10ae21697e035c3c6643,4.5,15,2,4,1,1,4,4
5dce10ae21697e035c3c6644,12.5,20,2,4,1,1,4,1
5dce10ae21697e035c3c6645,5.3,30,4,1,5,4,3,1
5dce10ae21697e035c3c6646,2.0,15,4,3,2,3,5,1
5dce10ae21697e035c3c6647,8.0,20,2,1,4,4,4,1
5dce10ae21697e035c3c6648,2.0,20,1,5,5,1,4,1
5dce10ae21697e035c3c6649,7.0,15,5,5,4,5,2,5
5dce10ae21697e035c3c664a,8.33,10,4,3,4,2,3,2
5dce10ae21697e035c3c664b,8.33,30,3,1,5,2,5,1
5dce10ae21697e035c3c664c,7.0,25,1,5,5,5,2,3
5dce10ae21697e035c3c664d,12.5,15,2,2,5,5,2,1
5dce10ae21697e035c3c664e,12.5,15,1,1,5,3,1,1
5dce10ae21697e035c3c664f,8.33,30,1,2,4,4,5,1
5dce10ae21697e035c3c6650,6.33,15,5,2,1,3,3,2
5dce10ae21697e035c3c6651,8.33,30,3,2,2,1,2,1
5dce10ae21697e035c3c6652,3.0,20,5,1,4,5,2,1
5dce10ae21697e035c3c6653,3.78,10,5,2,3,1,5,3
5dce10ae21697e035c3c6654,5.33,15,4,4,2,1,4,4
5dce10ae21697e035c3c6655,8.33,15,3,3,3,4,2,2
5dce10ae21697e035c3c6656,8.33,20,5,4,5,4,1,5
5dce10ae21697e035c3c6657,4.57,25,2,5,3,2,5,3
5dce10ae21697e035c3c6658,4.5,15,1,3,1,4,4,1
5dce10ae21697e035c3c6659,12.5,25,5,3,3,3,5,4
5dce10ae21697e035c3c665a,3.87,10,3,1,2,2,1,1
5dce10ae21697e035c3c665b,1.33,15,5,5,1,5,3,5
5dce10ae21697e035c3c665c,3.0,10,4,4,1,2,5,2
5dce10ae21697e035c3c665d,8.33,30,5,4,3,4,3,5
5dce10ae21697e035c3c665e,8.33,25,1,5,3,3,4,3
5dce10ae21697e035c3c665f,4.33,15,2,4,3,5,2,3
5dce10ae21697e035c3c6660,7.0,25,4,5,4,4,5,4
5dce10ae21697e035c3c6661,5.33,25,1,3,4,1,1,1
5dce10ae21697e035c3c6662,5.07,30,4,2,3,4,2,2
5dce10ae21697e035c3c6663,0.1,15,4,3,4,1,4,1
5dce10ae21697e035c3c6664,4.5,20,3,1,2,2,2,5
5dce10ae21697e035c3c6665,4.0,25,4,3,5,1,1,5
5dce10ae21697e035c3c6666,4.5,15,5,2,1,1,3,4
5dce10ae21697e035c3c6667,12.5,30,3,2,1,2,1,1
5dce10ae21697e035c3c6668,2.8,15,1,5,1,3,3,3
5dce10ae21697e035c3c6669,12.5,15,2,5,4,4,2,3
5dce10ae21697e035c3c666a,12.5,10,3,5,2,5,2,2
5dce10ae21697e035c3c666b,12.5,10,3,4,4,2,2,2
5dce10ae21697e035c3c666c,4.5,15,4,5,1,5,1,3
5dce10ae21697e035c3c666d,4.5,20,2,5,1,4,1,1
5dce10ae21697e035c3c666e,4.17,10,1,1,3,4,4,1
5dce10ae21697e035c3c666f,8.33,15,2,2,5,2,1,2
5dce10ae21697e035c3c6670,8.33,25,3,1,4,4,1,1
5dce10ae21697e035c3c6671,8.33,15,3,2,4,4,1,3
5dce10ae21697e035c3c6672,8.33,25,2,3,1,3,4,3
5dce10ae21697e035c3c6673,8.33,15,1,3,3,5,3,4
5dce10ae21697e035c3c6674,2.33,15,4,2,3,4,2,5
5dce10ae21697e035c3c6675,5.33,15,2,1,1,3,3,2
5dce10ae21697e035c3c6676,5.5,10,1,4,5,4,4,5
5dce10ae21697e035c3c6677,8.33,15,5,2,3,4,1,1
5dce10ae21697e035c3c6678,8.33,15,4,4,3,1,3,3
5dce10ae21697e035c3c6679,5.33,15,1,3,2,5,5,2
5dce10ae21697e035c3c667a,4.67,20,2,3,2,3,4,1
5dce10ae21697e035c3c667b,5.33,15,1,5,4,1,2,1
5dce10ae21697e035c3c667c,8.33,20,1,5,1,4,1,2
5dce10ae21697e035c3c667d,8.33,15,4,5,4,2,4,3
5dce10ae21697e035c3c667e,4.17,30,5,5,2,5,4,1
5dce10ae21697e035c3c667f,8.33,15,1,1,3,1,2,4
5dce10ae21697e035c3c6680,8.33,15,4,1,5,5,3,1
5dce10ae21697e035c3c6681,5.33,15,4,5,4,3,2,2
5dce10ae21697e035c3c6682,7.0,20,5,5,2,3,4,5
5dce10ae21697e035c3c6683,0.1,15,4,5,2,4,3,1
5dce10ae21697e035c3c6684,12.5,30,4,3,2,5,3,3
5dce10ae21697e035c3c6685,5.73,15,3,5,5,4,1,1
5dce10ae21697e035c3c6686,8.0,15,5,4,2,4,1,3
5dce10ae21697e035c3c6687,8.0,30,5,3,3,4,1,2
5dce10ae21697e035c3c6688,3.77,30,5,3,4,1,3,1
5dce10ae21697e035c3c6689,7.0,15,2,3,1,5,5,4
5dce10ae21697e035c3c668a,7.0,10,4,3,4,3,3,5
5dce10ae21697e035c3c668b,6.33,10,5,5,5,4,2,5
5dce10ae21697e035c3c668c,4.33,25,1,2,4,2,5,5
5dce10ae21697e035c3c668d,8.0,15,4,2,3,2,2,3
5dce10ae21697e035c3c668e,4.5,20,5,2,4,3,4,2
5dce10ae21697e035c3c668f,6.67,30,4,5,3,5,3,5
5dce10ae21697e035c3c6690,8.33,15,2,1,1,2,3,4
5dce10ae21697e035c3c6691,5.33,10,4,2,1,2,4,3
5dce10ae21697e035c3c6692,4.33,15,5,2,1,1,5,5
5dce10ae21697e035c3c6693,4.75,20,1,1,5,1,2,5
5dce10ae21697e035c3c6694,12.5,15,4,1,1,3,2,3
5dce10ae21697e035c3c6695,12.5,15,5,4,1,1,5,1
5dce10ae21697e035c3c6696,5.67,30,2,2,2,4,3,1
5dce10ae21697e035c3c6697,4.5,15,2,4,2,3,5,1
5dce10ae21697e035c3c6698,4.5,20,4,5,3,2,4,3
5dce10ae21697e035c3c6699,5.67,20,3,3,4,3,2,1
5dce10ae21697e035c3c669a,12.5,15,2,5,3,2,4,4
5dce10ae21697e035c3c669b,12.5,20,1,4,2,3,2,5
5dce10ae21697e035c3c669c,8.0,30,4,4,1,2,5,4
5dce10ae21697e035c3c669d,8.33,15,5,1,1,2,4,4
5dce10ae21697e035c3c669e,2.33,20,4,3,3,4,3,1
5dce10ae21697e035c3c669f,8.33,10,4,5,3,5,1,4
5dce10ae21697e035c3c66a0,3.55,15,4,5,3,3,4,2
5dce10ae21697e035c3c66a1,8.33,15,1,3,3,2,3,1
5dce10ae21697e035c3c66a2,8.33,25,4,5,4,5,1,2
5dce10ae21697e035c3c66a3,6.33,15,2,3,4,4,4,4
5dce10ae21697e035c3c66a4,3.0,20,4,1,2,1,2,1
5dce10ae21697e035c3c66a5,4.5,15,1,1,4,2,3,1
5dce10ae21697e035c3c66a6,8.0,20,1,5,5,3,3,4
5dce10ae21697e035c3c66a7,4.0,15,3,5,3,2,1,2
5dce10ae21697e035c3c66a8,8.0,15,5,4,1,4,1,2
5dce10ae21697e035c3c66a9,12.5,10,4,2,4,4,5,4
5dce10ae21697e035c3c66aa,6.25,25,2,3,5,2,1,1
5dce10ae21697e035c3c66ab,12.5,15,2,3,2,4,2,4
5dce10ae21697e035c3c66ac,4.5,20,3,2,1,5,3,3
5dce10ae21697e035c3c66ad,8.0,30,1,3,2,1,2,1
5dce10ae21697e035c3c66ae,8.0,15,1,2,2,5,2,3
5dce10ae21697e035c3c66af,12.5,25,1,4,3,4,1,3
5dce10ae21697e035c3c66b0,4.5,15,3,1,1,2,1,1
5dce10ae21697e035c3c66b1,5.33,15,1,5,2,3,4,3
5dce10ae21697e035c3c66b2,0.1,20,1,5,2,3,3,1
5dce10ae21697e035c3c66b3,8.33,30,4,4,3,2,3,4
5dce10ae21697e035c3c66b4,3.56,30,2,2,4,1,4,3
5dce10ae21697e035c3c66b5,8.33,15,3,4,4,2,5,3
5dce10ae21697e035c3c66b6,3.0,15,3,4,4,3,5,3
5dce10ae21697e035c3c66b7,8.33,30,1,2,2,3,4,5
5dce10ae21697e035c3c66b8,4.67,20,5,5,4,4,3,4
5dce10ae21697e035c3c66b9,8.33,15,2,2,4,2,1,4
5dce10ae21697e035c3c66ba,8.33,25,2,2,5,2,4,1
5dce10ae21697e035c3c66bb,3.0,20,2,3,4,4,1,2
5dce10ae21697e035c3c66bc,7.0,20,4,1,3,2,3,3
5dce10ae21697e035c3c66bd,0.1,15,3,2,1,1,4,1
5dce10ae21697e035c3c66be,12.5,15,4,1,1,5,3,2
5dce10ae21697e035c3c66bf,6.67,15,3,4,3,1,1,5
5dce10ae21697e035c3c66c0,4.5,15,5,1,1,5,3,3
5dce10ae21697e035c3c66c1,12.5,15,4,3,2,1,1,1
5dce10ae21697e035c3c66c2,4.57,25,1,4,5,3,4,4
5dce10ae21697e035c3c66c3,0.5,15,1,5,2,4,5,3
5dce10ae21697e035c3c66c4,12.5,10,4,5,5,3,1,3
5dce10ae21697e035c3c66c5,8.0,30,1,3,1,5,3,2
5dce10ae21697e035c3c66c6,4.5,15,5,2,1,4,4,1
5dce10ae21697e035c3c66c7,2.0,25,5,5,2,2,2,5
5dce10ae21697e035c3c66c8,8.0,30,2,3,2,2,3,1
5dce10ae21697e035c3c66c9,8.33,15,4,5,1,1,4,2
5dce10ae21697e035c3c66ca,6.33,20,5,4,4,2,1,2
5dce10ae21697e035c3c66cb,5.33,15,4,4,1,2,3,1
5dce10ae21697e035c3c66cc,8.33,15,1,4,2,2,2,2
5dce10ae21697e035c3c66cd,12.5,15,3,5,4,3,4,3
5dce10ae21697e035c3c66ce,12.5,20,4,5,4,3,1,2
5dce10ae21697e035c3c66cf,4.97,30,3,3,1,3,3,2
5dce10ae21697e035c3c66d0,4.33,15,2,5,1,2,2,2
5dce10ae21697e035c3c66d1,4.33,25,1,3,2,2,2,4
5dce10af21697e035c3c66d2,4.33,15,1,4,2,1,1,4
5dce10af21697e035c3c66d3,4.17,20,2,1,1,3,5,5
5dce10af21697e035c3c66d4,4.5,15,2,2,4,4,2,3
5dce10af21697e035c3c66d5,4.5,15,3,1,5,5,4,4
5dce10af21697e035c3c66d6,3.82,25,3,2,4,4,1,3
5dce10af21697e035c3c66d7,5.33,15,5,3,5,3,1,3
5dce10af21697e035c3c66d8,8.33,20,5,1,4,2,4,2
5dce10af21697e035c3c66d9,5.33,20,5,3,3,5,1,1
5dce10af21697e035c3c66da,4.75,10,5,4,5,2,1,4
5dce10af21697e035c3c66db,12.5,15,3,1,4,3,5,3
5dce10af21697e035c3c66dc,2.0,25,3,1,5,4,5,3
5dce10af21697e035c3c66dd,12.5,25,2,4,3,3,5,2
5dce10af21697e035c3c66de,8.0,15,1,5,3,3,3,3
5dce10af21697e035c3c66df,2.0,30,5,5,3,5,3,2
5dce10af21697e035c3c66e0,5.58,30,3,3,4,3,5,4
5dce10af21697e035c3c66e1,5.33,15,4,3,2,3,1,5
5dce10af21697e035c3c66e2,8.33,20,2,1,1,2,2,1
5dce10af21697e035c3c66e3,7.0,15,5,3,3,3,5,3
5dce10af21697e035c3c66e4,6.33,30,2,3,5,5,2,5
5dce10af21697e035c3c66e5,2.0,15,1,1,4,3,3,1
5dce10af21697e035c3c66e6,8.0,15,1,1,3,3,3,1
5dce10af21697e035c3c66e7,4.25,30,5,5,2,1,5,1
5dce10af21697e035c3c66e8,8.0,15,4,2,4,1,5,1
5dce10af21697e035c3c66e9,4.5,10,5,4,1,1,5,2
5dce10af21697e035c3c66ea,4.0,30,4,3,2,5,5,5
5dce10af21697e035c3c66eb,8.0,15,4,5,2,5,1,5
5dce10af21697e035c3c66ec,4.5,25,3,5,3,3,4,2
5dce10af21697e035c3c66ed,5.58,10,2,1,3,2,5,5
5dce10af21697e035c3c66ee,8.33,15,1,3,1,2,3,2
5dce10af21697e035c3c66ef,5.33,10,1,2,3,1,4,2
5dce10af21697e035c3c66f0,5.33,15,2,1,2,5,2,1
5dce10af21697e035c3c66f1,8.33,30,3,1,2,3,4,1
5dce10af21697e035c3c66f2,7.0,10,2,3,2,1,5,3
5dce10af21697e035c3c66f3,3.0,25,1,2,3,1,5,2
5dce10af21697e035c3c66f4,3.0,20,2,3,3,3,5,2
5dce10af21697e035c3c66f5,4.67,20,1,3,4,5,5,4
5dce10af21697e035c3c66f6,8.33,10,4,3,1,5,2,3
5dce10af21697e035c3c66f7,8.33,20,1,1,2,5,3,5
5dce10af21697e035c3c66f8,8.33,30,5,3,2,4,4,2
5dce10af21697e035c3c66f9,3.19,20,4,4,3,4,5,1
5dce10af21697e035c3c66fa,5.33,10,5,1,2,1,1,1
5dce10af21697e035c3c66fb,5.33,10,5,1,3,4,4,1
5dce10af21697e035c3c66fc,8.33,10,2,3,2,3,5,3
5dce10af21697e035c3c66fd,7.0,15,1,1,3,1,1,4
5dce10af21697e035c3c66fe,6.33,10,5,4,2,2,2,2
5dce10af21697e035c3c66ff,7.0,25,4,5,1,3,4,3
5dce10af21697e035c3c6700,8.33,20,5,4,1,1,4,1
5dce10af21697e035c3c6701,3.36,20,1,4,3,2,1,5
5dce10af21697e035c3c6702,12.5,10,2,5,1,5,1,1
5dce10af21697e035c3c6703,12.5,30,2,4,2,1,1,4
5dce10af21697e035c3c6704,2.0,15,3,1,1,2,1,2
5dce10af21697e035c3c6705,12.5,10,1,4,5,2,1,2
5dce10af21697e035c3c6706,4.5,15,5,2,5,1,5,5
5dce10af21697e035c3c6707,5.67,15,4,1,1,4,3,5
5dce10af21697e035c3c6708,12.5,10,5,1,4,5,1,2
5dce10af21697e035c3c6709,4.5,10,4,4,5,5,4,4
5dce10af21697e035c3c670a,5.2,15,3,5,2,2,2,2
5dce10af21697e035c3c670b,4.33,10,3,5,3,1,2,3
5dce10af21697e035c3c670c,8.33,15,2,4,1,1,3,3
5dce10af21697e035c3c670d,4.33,10,5,3,3,3,3,1
5dce10af21697e035c3c670e,4.0,15,2,2,5,3,4,1
5dce10af21697e035c3c670f,2.33,10,2,3,5,3,2,1
5dce10af21697e035c3c6710,8.33,15,4,5,5,2,3,5
5dce10af21697e035c3c6711,5.33,15,5,1,4,3,4,1
5dce10af21697e035c3c6712,3.48,15,2,2,5,4,3,3
5dce10af21697e035c3c6713,12.5,10,5,3,2,2,5,2
5dce10af21697e035c3c6714,12.5,20,5,2,1,1,1,3
5dce10af21697e035c3c6715,8.0,25,2,5,4,2,1,3
5dce10af21697e035c3c6716,7.0,10,2,2,3,3,4,2
5dce10af21697e035c3c6717,1.33,30,3,1,1,3,5,3
5dce10af21697e035c3c6718,8.33,10,3,2,5,5,4,2
5dce10af21697e035c3c6719,4.17,30,5,4,1,2,3,3
5dce10af21697e035c3c671a,3.0,10,2,1,5,3,5,5
5dce10af21697e035c3c671b,5.33,25,2,2,5,3,4,5
5dce10af21697e035c3c671c,2.33,15,3,2,4,5,4,2
5dce10af21697e035c3c671d,6.67,20,3,2,5,2,3,2
5dce10af21697e035c3c671e,4.5,10,5,5,3,3,5,1
5dce10af21697e035c3c671f,4.5,15,5,3,1,4,3,1
5dce10af21697e035c3c6720,3.6,15,4,3,5,4,1,3
5dce10af21697e035c3c6721,12.5,10,5,4,1,5,1,2
5dce10af21697e035c3c6722,8.0,15,4,1,3,2,5,3
5dce10af21697e035c3c6723,12.5,10,1,2,2,4,1,2
5dce10af21697e035c3c6724,2.0,10,4,5,4,4,5,4
5dce10af21697e035c3c6725,8.0,30,3,5,4,3,2,3
5dce10af21697e035c3c6726,5.6,10,4,5,5,2,1,5
5dce10af21697e035c3c6727,8.0,10,2,4,1,3,1,2
5dce10af21697e035c3c6728,12.5,30,1,3,3,4,1,2
5dce10af21697e035c3c6729,12.5,10,4,3,5,3,5,2
5dce10af21697e035c3c672a,3.0,10,1,1,4,4,5,5
5dce10af21697e035c3c672b,8.33,10,3,5,1,5,5,1
5dce10af21697e035c3c672c,5.33,20,3,3,2,3,5,2
5dce10af21697e035c3c672d,4.67,25,5,1,3,4,5,1
5dce10af21697e035c3c672e,12.5,10,5,5,5,5,3,4
5dce10af21697e035c3c672f,12.5,20,3,3,1,1,3,3
5dce10af21697e035c3c6730,4.5,20,2,3,3,3,3,4
5dce10af21697e035c3c6731,6.33,10,1,1,2,5,2,4
5dce10af21697e035c3c6732,8.33,25,4,2,4,3,2,2
5dce10af21697e035c3c6733,8.33,25,1,4,5,3,5,2
5dce10af21697e035c3c6734,3.54,25,3,2,5,3,3,1
5dce10af21697e035c3c6735,5.33,10,2,1,4,3,4,5
5dce10af21697e035c3c6736,8.33,10,4,2,3,2,3,1
5dce10af21697e035c3c6737,5.33,25,1,5,1,2,4,1
5dce10af21697e035c3c6738,7.0,15,2,5,5,4,3,3
5dce10af21697e035c3c6739,12.5,10,5,1,4,1,1,5
5dce10af21697e035c3c673a,12.5,20,2,3,3,5,1,1
5dce10af21697e035c3c673b,12.5,25,2,4,1,3,3,5
5dce10af21697e035c3c673c,8.33,10,1,3,5,3,5,3
5dce10af21697e035c3c673d,8.33,15,3,4,5,5,5,3
5dce10af21697e035c3c673e,5.33,10,5,1,1,5,5,3
5dce10af21697e035c3c673f,8.33,20,2,2,3,5,4,1
5dce10af21697e035c3c6740,8.0,10,1,3,4,5,2,2
5dce10af21697e035c3c6741,4.5,15,2,1,1,4,1,5
5dce10af21697e035c3c6742,6.92,25,2,2,4,4,1,3
5dce10af21697e035c3c6743,12.5,10,4,5,1,3,1,1
5dce10af21697e035c3c6744,4.5,10,4,5,5,1,4,5
5dce10af21697e035c3c6745,12.5,25,2,2,5,4,1,3
5dce10af21697e035c3c6746,8.0,10,4,5,1,5,2,3
5dce10af21697e035c3c6747,4.5,25,2,3,2,5,2,4
5dce10af21697e035c3c6748,2.0,30,3,2,4,4,2,5
5dce10af21697e035c3c6749,12.5,10,3,3,2,2,4,2
5dce10af21697e035c3c674a,8.0,25,5,5,3,2,4,2
5dce10af21697e035c3c674b,2.8,20,5,4,1,1,5,1
5dce10af21697e035c3c674c,5.33,10,2,5,3,3,4,5
5dce10af21697e035c3c674d,8.33,30,4,3,4,4,4,2
5dce10af21697e035c3c674e,4.33,20,1,4,2,3,3,2
5dce10af21697e035c3c674f,5.37,25,1,3,2,4,4,1
